Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bhutan,80.15200043,80.4240036,79.62200165,79.95999908,77.64099884,76.63800049,75.60299683,75.39199829,74.84600067,74.44100189,74.18599701,73.45200348,72.66500092,68.88999939,62.83200073,55.88999939,61.50600052,61.98500061,60.27199936,54.98400116,54.37200165,50.89199829,49.68099976,50.16999817,52.48500061,51.13000107,51.16600037
Botswana,22.4109993,21.67099953,21.16399956,19.99600029,19.53000069,19.07500076,21.58200073,26.09399986,23.61199951,22.03700066,17.01000023,20.8920002,27.61800003,30.1609993,32.50299835,34.64300156,31.83600044,29.63800049,29.04000092,30.54999924,31.8579998,31.88999939,30.81500053,30.48600006,31.05999947,30.24399948,30.43099976
Central African Republic,80.00299835,80.38999939,80.55500031,80.66000366,80.65100098,81.7009964,82.1210022,82.16600037,81.53600311,81.70700073,81.89399719,81.86499786,82.42299652,82.25099945,82.11599731,82.14099884,82.06300354,82.10199738,81.95300293,81.90399933,82.01300049,81.86100006,81.69100189,81.5,81.69100189,81.6269989,81.70300293
Canada,5.775000095,5.734000206,5.765999794,5.670000076,5.472000122,5.301000118,5.116000175,5.046999931,4.757999897,4.478000164,3.914999962,3.816999912,3.848999977,3.657000065,3.733999968,3.628000021,3.415999889,3.312999964,3.306999922,3.209000111,3.109999895,3.025000095,2.940000057,2.836999893,2.767999887,2.686000109,2.697999954
Central Europe and the Baltics,21.69202431,22.72476544,22.92264265,22.32045618,21.74254934,21.18537324,21.46449962,21.0378619,21.06491251,21.28246529,20.78570467,19.14766449,18.81086845,17.47294331,16.67310267,15.47485801,14.38409233,13.42386922,13.37043099,13.95067411,13.51587462,13.62604182,13.28328295,12.95445258,12.51972823,11.56940813,11.49531409
Switzerland,4.606999874,4.415999889,4.811999798,4.71999979,5.045000076,5.188000202,5.298999786,5.262000084,5.672999859,5.511000156,5.123000145,5.059999943,5.038000107,4.725999832,4.782999992,4.729000092,5.002999783,4.368999958,3.937000036,4.135000229,4.065999985,4.020999908,4.177999973,4.331999779,3.930000067,3.802999973,3.948999882
Channel Islands,32.03699875,32.01699829,31.6989994,31.21999931,30.9260006,30.68099976,30.17900085,29.69300079,29.22900009,28.5739994,28.16399956,27.88800049,27.40999985,26.97500038,26.65099907,26.3390007,26.08699989,26.21500015,26.92099953,26.8920002,26.70599937,26.67000008,26.51099968,26.22299957,26.00900078,25.87199974,25.8560009
Chile,24.76199913,23.48500061,21.52199936,21.28700066,20.51600075,20.12999916,19.18799973,19.30200005,19.30699921,19.29599953,18.03100014,17.86700058,18.06100082,17.5909996,17.08600044,16.66900063,16.10499954,15.38399982,16.41200066,14.08300018,13.65200043,13.30200005,12.70800018,12.77900028,12.70899963,12.66100025,12.76000023
China,54.47100067,52.59400177,50.29000092,48.88399887,47.58599854,46.29399872,44.87200165,43.9280014,42.58300018,41.06000137,39.78099823,38.33200073,36.3769989,34.97499847,32.80899811,30.49200058,28.22400093,26.54000092,24.86499977,23.31800079,21.66399956,20.38500023,19.20499992,18.06100082,16.98999977,15.92700005,15.17700005
Cote d'Ivoire,53.56200027,53.43999863,53.63399887,53.95600128,53.98500061,53.36800003,52.92900085,52.73099899,51.875,52.56900024,53.47600174,53.90999985,54.81399918,53.30599976,53.02299881,52.8030014,52.51800156,52.66999817,51.58100128,52.34500122,53.17100143,51.37599945,54.45899963,55.09700012,55.21900177,54.24200058,53.66899872
Cameroon,65.72799683,66.30699921,65.5759964,66.11699677,65.72299957,65.39299774,65.24099731,64.48300171,64.29199982,63.92499924,63.07600021,62.83599854,62.37599945,61.94900131,62.03099823,62.22299957,62.54899979,62.31900024,62.3769989,61.98899841,61.84700012,61.43299866,60.77299881,60.10599899,59.48199844,59.16899872,59.1590004
"Congo, Dem. Rep.",80.6969986,81.74099731,81.6989975,82.3259964,82.27500153,80.9980011,82.89099884,82.94100189,82.50299835,80.21399689,77.48899841,76.9940033,77.87599945,77.83999634,77.23400116,76.90799713,76.61100006,76.00800323,74.37400055,73.73899841,73.70899963,73.62599945,74.29499817,76.92900085,76.88500214,76.52200317,77.03500366
"Congo, Rep.",36.68700027,36.73600006,36.47900009,39.47499847,39.36800003,39.11700058,39.60400009,38.68700027,40.09899902,39.79299927,39.05500031,38.46300125,38.7879982,39.00799942,38.56499863,38.20100021,38.57699966,38.89699936,36.47200012,37.61199951,37.65200043,37.92499924,37.45999908,37.09700012,35.79600143,35.8219986,36.2120018
Colombia,34.25500107,32.86899948,32.05899811,32.85200119,32.26900101,31.44000053,31.10199928,31.29100037,31.62599945,29.28199959,30.625,28.20899963,28.86199951,27.9090004,28.79100037,27.57699966,26.11100006,26.08699989,26.77799988,26.33600044,25.47599983,24.72900009,23.8390007,22.96800041,22.75499916,22.79000092,22.72500038
Comoros,51.80400085,51.18399811,50.94599915,51.88800049,52.36500168,52.99700165,52.9469986,53.2159996,53.22399902,51.02899933,50.63100052,50.55899811,50.94100189,50.8769989,50.9129982,50.62900162,50.96500015,51.04399872,50.80699921,50.96900177,50.74399948,50.63499832,50.3370018,50.27700043,50.52500153,50.50400162,50.06700134
Cabo Verde,76.31600189,75.64099884,75.50700378,74.94400024,74.53700256,74.01000214,73.33499908,72.48000336,72.32800293,71.34799957,71.07299805,70.22000122,69.83899689,69.24500275,68.16999817,67.04000092,65.7440033,64.95899963,65.03800201,64.60099792,63.97100067,63.58200073,63.19400024,63.12900162,63.11700058,62.24900055,62.02399826
Costa Rica,33.29499817,31.81800079,29.74699974,28.50799942,28.42499924,28.57600021,27.37899971,27.21800041,27.07799911,27.6590004,21.68300056,21.99200058,20.82799911,20.3409996,20.85700035,19.25900078,17.81500053,17.1420002,19.56699944,20.89900017,15.22200012,14.58399963,14.07299995,15.65400028,17.34799957,16.92300034,16.71299934
Caribbean small states,27.29904197,27.57136439,26.0715441,25.67588809,24.5442929,23.78675057,22.33174156,21.32077966,21.55076636,20.99167692,20.70707609,19.81312834,20.01535752,18.2287364,17.89257243,17.54875547,16.6507571,17.22411809,17.91726717,17.86899477,16.33059615,16.67224755,16.52840748,16.52671979,16.50938129,16.45743232,16.60956233
Cuba,27.99699974,30.00799942,31.42499924,31.54299927,31.06999969,31.13100052,31.16200066,26.5720005,33.79800034,33.89899826,28.21699905,28.29500008,28.40200043,27.25300026,26.42900085,26.32699966,24.94799995,24.71800041,25.15699959,24.8579998,26.375,26.1079998,25.3010006,25.5739994,24.79999924,24.7310009,25.22400093
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,6.823999882,6.297999859,6.313000202,6.040999889,5.727000237,5.647999763,5.453000069,5.308000088,5.078000069,5.926000118,5.468999863,6.001999855,6.143000126,5.892000198,5.651000023,5.265999794,5.915999889,5.436999798,4.706999779,4.874000072,5.051000118,3.798000097,4.300000191,6.493999958,5.671999931,5.361000061,5.217999935
Czech Republic,8.411000252,8.774000168,9.006999969,7.93200016,7.570000172,7.282000065,6.945000172,6.635000229,6.413000107,6.321000099,6.03000021,6.007999897,5.56099987,5.315999985,4.859000206,4.505000114,4.375,3.825999975,3.789999962,3.976000071,3.828999996,3.904000044,3.769000053,3.598999977,3.927000046,3.83100009,3.801000118
Germany,4.171000004,3.818000078,3.608999968,3.38499999,3.270999908,3.184999943,3.233999968,3.115999937,3.259000063,3.045000076,3.049000025,2.905999899,2.907999992,2.887000084,2.894000053,2.812999964,2.790999889,2.167999983,2.049999952,2.029000044,2.042000055,1.955000043,1.824000001,1.792000055,1.774999976,1.671000004,1.644999981
Djibouti,32.33800125,32.70999908,34.08499908,34.47100067,35.65399933,37.00999832,37.5359993,38.12900162,38.28099823,38.94100189,39.05899811,38.94599915,38.79100037,38.53699875,38.25799942,37.36999893,36.88399887,35.80599976,35.52700043,35.88299942,35.57300186,35.13999939,34.12799835,33.375,32.0530014,32.18600082,31.98900032
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,7.953000069,7.328999996,7.361999989,7.087999821,5.892000198,5.328999996,5.433000088,5.321000099,4.902999878,5.132999897,5.132999897,4.585000038,4.606999874,4.487999916,4.552999973,4.506999969,4.184999943,3.828000069,3.904000044,3.849999905,3.765000105,3.951999903,3.944999933,3.90199995,3.767999887,3.862999916,3.940000057
Dominican Republic,33.74000168,32.54800034,31.03899956,29.91399956,29.46800041,28.28499985,29.35400009,24.93700027,25.49200058,23.26099968,21.92300034,23.80599976,20.46100044,23.04599953,22.32900047,22.29999924,21.95599937,20.54800034,22.3560009,21.68300056,21.93099976,21.82699966,21.71299934,21.83099937,20.62599945,19.77899933,19.4260006
Algeria,23.48500061,23.38400078,23.61599922,23.47200012,23.36700058,23.8920002,23.41900063,23.0340004,23.07299995,22.78000069,22.61599922,22.30999947,22.97299957,21.18499947,20.79599953,20.95599937,20.25499916,19.52199936,18.77099991,17.92200089,17.36100006,16.37700081,14.13199997,14.35299969,13.76200008,13.35499954,13.52700043
East Asia & Pacific (excluding high income),55.89526569,54.4294824,52.19353416,50.58492951,49.25788514,48.04896045,46.50994695,46.24158745,45.05176422,44.06864936,42.8617199,41.73363586,40.31439477,38.73184784,37.13409547,35.15445115,33.26729379,32.07216072,30.60394174,29.1941882,27.80004763,26.68645996,25.59883711,24.42876633,23.26808275,22.31439773,21.61341269
Early-demographic dividend,51.98245025,51.81905656,51.14406182,50.35361387,49.52590183,49.21857382,48.49196519,48.58965522,48.03172473,47.50610669,47.41126192,46.36054527,45.79189768,44.18929057,43.22574438,42.32022257,41.47969098,41.09432332,40.69051872,39.91452685,38.6619614,37.63773379,37.17663664,36.25581343,35.09790239,34.43853372,33.90501652
East Asia & Pacific,50.10905852,48.78373281,46.82986591,45.41355855,44.2259694,43.17813463,41.82498529,41.69845078,40.69779836,39.83406707,38.79793376,37.81911807,36.57936614,35.15777104,33.73484736,31.95834958,30.25455123,29.18848881,27.9343835,26.66950962,25.41140612,24.41501031,23.42959832,22.36491307,21.30401508,20.43533233,19.81203226
Europe & Central Asia (excluding high income),23.14085114,23.23499032,24.41442814,25.17798702,25.7569204,25.65197947,26.03659295,25.75744706,26.53281954,25.76310223,24.42813145,22.87190968,22.47289972,20.85550394,20.01516533,19.20502121,18.12424152,17.61239655,17.98113016,17.7970923,17.50815594,17.17243443,16.73948889,15.65861026,15.39799538,15.10471472,15.1101428
Europe & Central Asia,14.93745236,14.9979672,15.46914818,15.69229819,15.70711996,15.54108966,15.48737793,15.09404234,15.27570156,14.85496734,14.15905846,13.42849086,13.18499934,12.35620288,11.92913031,11.4573738,10.84233365,10.31383269,10.54597209,10.57818629,10.47947254,10.374891,10.17726309,9.646014523,9.468779055,9.26970997,9.247474482
Ecuador,39.60499954,38.67699814,40.30400085,39.57899857,39.3409996,38.62599945,38.38199997,37.04199982,37.95000076,38.6269989,36.46500015,36.11399841,35.59899902,34.52199936,33.97200012,33.54399872,33.25099945,32.93399811,32.94300079,32.2140007,32.23300171,32.36100006,30.36499977,28.43600082,28.52599907,29.06500053,29.75799942
"Egypt, Arab Rep.",29.41799927,34.84400177,32.53699875,32.20600128,31.97400093,35.75799942,29.2159996,28.55400085,27.94799995,27.39599991,27.76300049,27.51399994,27.92200089,28.54500008,27.45899963,28.4640007,27.82699966,28.07500076,26.00699997,25.4810009,25.79899979,24.54999924,24.24900055,23.66600037,22.28700066,22.42300034,21.70999908
Euro area,7.828532798,7.479506322,7.231300567,7.119777375,6.833944592,6.721760282,6.673280567,6.454152269,6.207534419,5.958420652,5.840235599,5.742853172,5.719544574,5.354719073,5.24559978,5.156114032,4.908609759,4.315038609,4.409705361,4.454044262,4.351927193,4.382752231,4.396204599,4.332129407,4.223316491,4.222695887,4.195743596
Eritrea,80.62200165,81.40100098,80.07700348,79.87000275,78.70200348,78.6190033,78.68199921,78.43399811,77.97599792,76.75900269,77.39600372,77.23200226,76.87599945,77.39099884,78.51899719,79.45200348,79.46600342,79.03800201,79.15899658,79.26000214,79.0019989,79.03199768,79.03600311,78.86100006,78.76699829,78.62799835,78.56099701
Spain,11.20100021,10.49600029,10.63700008,10.53499985,9.949000359,9.534999847,9.227000237,8.965999603,8.390999794,7.789000034,7.750999928,7.234000206,6.830999851,6.660999775,6.488999844,5.855000019,5.618999958,5.125999928,5.425000191,5.584000111,5.480999947,5.709000111,6.010000229,5.90199995,5.787000179,5.947000027,5.853000164
Estonia,23.97599983,22.49699974,20.05699921,17.63800049,12.44900036,12.0880003,12.24699974,11.92199993,10.55099964,8.243000031,9.539999962,9.020999908,8.567000389,7.410999775,7.183000088,6.894000053,6.423999786,5.323999882,5.540999889,5.679999828,6.340000153,6.429999828,6.198999882,5.393000126,5.230000019,5.706999779,5.721000195
Ethiopia,91.56300354,92.12999725,91.86000061,91.56099701,91.03900146,90.52100372,90.20300293,89.76300049,88.8010025,88.29199982,87.64700317,86.91899872,86.41100311,85.45700073,84.26899719,84.0019989,83.49299622,83.25900269,82.95500183,81.90299988,81.10800171,80.92500305,79.47899628,78.48600006,77.25800323,76.46299744,75.78199768
European Union,9.899793773,9.904811698,9.794881193,9.592121304,9.284548234,9.073480954,9.068360102,8.794655056,8.539770306,8.357786878,8.101719861,7.608213733,7.517988421,7.04012639,6.850927042,6.597906836,6.253427143,5.659153269,5.742079959,5.896741564,5.726414771,5.765000985,5.687348238,5.617999706,5.44533105,5.260296791,5.221019714
Fragile and conflict affected situations,63.50423609,63.66477757,63.85731961,63.95399149,63.51844254,63.16124442,62.83057083,62.07951991,61.82778051,61.15390724,60.5343604,60.05948135,60.09004448,58.87998428,58.34594377,57.76861032,56.25494043,55.59307484,54.58754213,53.70333507,53.65079751,53.52477359,53.63615193,53.96512436,53.67496298,53.62872303,54.00460672
Finland,11.02600002,11.57800007,11.61200047,11.24699974,10.02000046,9.904999733,9.977000237,9.343999863,8.180000305,8.263999939,7.696000099,7.18599987,6.989999771,6.842999935,6.587999821,6.394000053,6.342999935,6.202000141,6.326000214,6.006000042,5.929999828,5.888000011,5.896999836,6.090000153,6.138000011,5.515999794,5.545000076
Fiji,52.90000153,51.86399841,51.36000061,50.93999863,50.51300049,49.63800049,49.02199936,48.74000168,48.09600067,47.44400024,46.40399933,46.01599884,45.5379982,44.77500153,44.20700073,43.74300003,43.67200089,43.21900177,43.4640007,43.00400162,42.46099854,42.36399841,41.875,40.70899963,39.74300003,39.55099869,39.82799911
France,6.209000111,6.690000057,6.217000008,6.139999866,5.794000149,5.833000183,5.633999825,5.453000069,5.236000061,5.170000076,5.054999828,5.217999935,5.558000088,4.889999866,4.772999763,5.002999783,4.572999954,3.515000105,3.845000029,3.900000095,3.809000015,3.868000031,4.165999889,3.911999941,3.734999895,3.98300004,3.993000031
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,31.23500061,31.47699928,30.36800003,31.62999916,30.78499985,30.12999916,29.99600029,28.60499954,30.07900047,30.73699951,30.91600037,31.22100067,30.89299965,31.09799957,31.05400085,32.10900116,31.52000046,32.53099823,32.70700073,32.14300156,31.89699936,31.36700058,30.99099922,30.75699997,30.33399963,30.30699921,30.75799942
United Kingdom,3.16899991,3.08100009,2.849999905,2.846999884,2.730999947,2.602999926,2.51699996,2.378000021,2.219000101,2.171000004,1.988999963,1.975000024,1.81099999,1.853000045,1.927000046,1.934000015,1.889000058,1.381000042,1.595000029,1.746000051,1.708999991,1.621999979,1.45599997,1.728000045,1.565999985,1.559000015,1.544999957
Georgia,38.03300095,50.84700012,55.69499969,57.02799988,54.67399979,50.14099884,47.56999969,46.35100174,50.50600052,47.29999924,52.79199982,52.40000153,53.16899872,51.74399948,51.74900055,53.47900009,50.6629982,48.87400055,49.26300049,47.35699844,46.12200165,44.38899994,43.93199921,42.5870018,41.12400055,40.73300171,40.2159996
Ghana,58.08800125,57.80699921,56.97700119,57.0320015,56.52399826,56.11600113,54.90599823,54.07699966,52.82500076,53.48699951,53.23099899,52.92399979,52.77999878,52.85800171,52.15200043,48.86100006,47.99900055,47.40800095,47.07799911,45.85200119,45.29499817,46.68199921,48.86000061,48.51300049,46.27799988,44.95700073,44.4679985
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,67.36000061,66.70600128,67.18800354,67.42299652,67.40699768,67.11399841,67.29100037,67.26100159,67.03900146,67.09600067,67.00900269,66.58799744,66.26899719,66.63700104,66.3809967,66.65299988,66.5039978,66.47899628,66.41600037,66.06900024,65.65599823,64.88500214,64.23000336,63.93399811,64,64.16699982,64.52799988
"Gambia, The",27.95000076,27.27899933,27.09499931,27.91799927,28.9659996,27.41300011,27.5739994,26.79599953,27.15999985,26.84199905,26.85199928,27.48500061,27.79700089,28.03000069,28.44799995,26.90399933,25.99200058,26.77799988,26.82500076,27.03499985,25.79599953,25.19300079,24.56299973,23.86400032,23.51600075,22.46800041,22.37299919
Guinea-Bissau,81.28099823,80.93599701,81.6210022,81.30999756,80.73300171,80.68399811,79.22599792,80.93499756,80.31800079,79.61399841,79.17299652,79.70400238,79.58699799,79.42900085,79.51000214,79.22599792,79.29100037,79.4980011,79.11299896,79.21299744,78.95899963,79.1269989,78.55500031,78.01999664,78.40299988,78.31099701,78.09400177
Equatorial Guinea,79.73799896,79.25700378,78.75800323,77.63400269,76.80899811,72.11000061,72.11499786,68.26000214,68.28600311,67.18000031,60.98799896,60.9679985,57.27600098,53.07600021,51.53300095,50.79700089,48.90599823,46.38100052,44.04499817,49.18700027,47.91400146,47.01599884,48.13600159,49.0379982,50.96900177,52.58800125,53.51900101
Greece,19.96699905,19.55900002,19.21999931,18.71199989,18.59199905,18.32799911,18.05200005,16.46800041,16.10199928,16.11499977,14.99100018,14.22299957,14.11900043,11.46000004,11.32199955,11.00899982,10.82699966,10.84300041,11.5909996,12.27099991,12.15499973,13.04500008,13.86100006,13.98200035,13.2840004,12.81599998,12.58600044
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,18.80999947,21.17000008,23.99300003,27.22400093,31.09499931,35.91600037,41.50999832,48.44200134,49.72299957,51.04800034,51.53099823,51.72800064,47.79000092,50.49499893,47.29000092,43.32600021,44.10499954,45.10400009,46.93000031,48.07899857,49.1230011,43.37400055,41.9280014,42.05899811,42.54700089,39.52600098,39.51699829
Guam,18.07500076,17.79999924,17.57900047,17.18400002,16.77599907,16.4090004,15.81900024,15.54399967,14.86200047,14.2130003,14.22799969,14.10900021,13.88300037,13.63300037,13.30099964,12.9460001,12.42800045,12.32999992,12.72799969,12.54699993,12.05799961,11.94999981,11.85400009,11.99199963,11.78600025,11.73700047,11.79800034
