Country Name,WVS country name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cayman Islands,Cayman Islands,0,0,0,0,0,0,0,,,,0,2.132529661,3.605313093,4.398519863,6.032274164,8.000757767,,11.54310757,13.69899311,21.12640675,25.66747427,39.24646782,42.46948902,45.71130616,71.46028457,166.4781375,185.003298,197.1466309,185.7555833,200.259769,181.180752,171.0475618,171.8164908,167.9532645,153.8886636,155.5025599,157.4195672
Cyprus,Cyprus,0,0,0,0,0,0,0,0,0.022811303,0.179482775,0.411682066,0.655184655,1.216371494,1.867090695,2.739958383,5.196816887,8.105505207,10.32497954,12.82201225,16.38578873,23.14502373,32.69487385,42.6515777,55.27790635,64.79829104,75.78090348,82.77911008,92.9655393,129.4054983,121.1152274,124.9330675,128.4975265,128.5953235,127.5810419,130.1924519,131.7901791,133.4172747
Czech Republic,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0.012003769,0.044922797,0.135563645,0.293681009,0.472078078,1.935304046,5.091011901,9.352226689,18.86698339,42.23693374,67.63716308,83.98174327,94.81805209,105.3032774,114.7950474,120.4685575,127.7315807,132.1991302,124.5619345,122.7576776,124.5913056,127.72469,129.4947813,131.2739149,117.4543054,117.6619297
Germany,Germany,0,0,0,0,0,0.00138965,0.030576522,0.062452848,0.126047143,0.207860931,0.344558605,0.668955763,1.214161974,2.203646375,3.077311214,4.585145625,6.769308559,10.15461792,17.07132651,28.77459027,59.15244421,68.83597997,72.45024706,79.32767834,87.280701,97.06110232,105.042469,118.3029902,130.0651266,129.6846864,109.2777489,112.3137649,113.9808799,123.0958333,122.1381952,117.9324532,126.3143677
Djibouti,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017089184,0.030713228,0.03232385,0.039994344,0.032051997,0.409438373,2.010128367,3.031840921,4.473812588,5.62435685,5.628805538,8.591404518,13.71288585,15.38836576,19.45764886,22.29365416,24.11162242,27.22496565,31.46901215,33.89532614,36.63736705
Dominica,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647972451,0.785832403,0.924740361,1.144443014,1.722257305,11.06645615,17.43383364,33.93491504,59.44670996,73.62623359,100.9787168,125.440451,128.0355686,138.2863721,147.7701568,151.8781896,151.7128422,129.2472376,101.5224381,105.5930674,106.6641285
Denmark,Denmark,0,0,0.140533077,0.314477264,0.598116753,0.901404177,1.126253432,1.513148497,1.981067229,2.412929616,2.883032183,3.413116199,4.081153984,6.888976566,9.661633662,15.71394063,25.05474932,27.36064934,36.4332626,49.39302195,62.97378451,73.91039895,83.34111016,88.4931932,95.63465791,100.5072946,107.0505628,115.3208334,119.2657784,123.654185,115.5890246,128.4855486,129.9803588,124.714087,126.4184626,124.4441651,122.2898105
Dominican Republic,Dominican Rep.,0,0,0,0,0,0,0,,,,0.044072321,0.076512274,0.096270347,0.136163012,0.270732094,0.709275212,1.02809613,1.734458084,2.523801058,5.035334683,8.238492835,14.60346786,19.25446246,23.32705157,27.83767502,39.22341664,49.1462265,58.00351691,74.82455285,88.35000826,89.84437742,87.47079787,87.97872959,89.48687014,79.79685261,83.55734977,81.77577154
Algeria,Algeria,0,0,0,0,0,0,0,0,0,0,0.001813806,0.018004597,0.017589432,0.017206346,0.004752796,0.01622942,0.039780473,0.058219606,0.059335967,0.234027516,0.275785459,0.316534299,1.407230357,4.465339778,14.87130981,41.03934048,62.16474285,80.35760912,77.54135852,92.28569753,90.75943977,96.73099824,99.89846096,103.0738842,110.6993263,108.4173223,115.8480539
East Asia & Pacific (excluding high income),East Asia & Pacific (excluding high income),0,0,0,0,0.000119305,0.000137269,0.001062051,0.001952455,0.003606352,0.006328611,0.011344835,0.021613879,0.04268701,0.091029896,0.182161049,0.381547422,0.669640292,1.114491005,1.72775212,2.978748798,5.705533294,9.737164752,14.05231075,18.46111988,23.52136244,28.09251184,33.73454042,42.50857516,52.32867236,60.61406849,69.90560354,79.88377957,88.71359947,95.75003116,100.8764529,101.4848027,107.6215196
