Country Name,WVS country name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Ethiopia,Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010426971,0.026687274,0.040150524,0.071448236,0.070747671,0.208422432,0.535182603,1.099166045,1.491965306,2.349617765,4.743480143,7.815041435,15.68813762,22.20138502,27.02864387,31.31458376,42.3654191,50.02187627
European Union,European Union,0.005063219,0.010455078,0.014643216,0.022043261,0.033791881,0.060068086,0.099475802,0.172640061,0.291123713,0.468955978,0.647739006,0.888782996,1.181367298,1.775857661,2.90089411,4.561112943,7.197756849,11.52730034,19.7229792,33.9415949,53.62435463,64.88492707,71.05027946,78.06522763,86.17591071,96.0909268,105.3635831,115.5485653,120.9551937,120.8805223,118.5683231,121.3597444,123.3364507,124.5689017,123.2873519,122.2576824,124.0715299
Fragile and conflict affected situations,Fragile and conflict affected situations,0,0,0,0,0,0,0,0,0,0,0,0,0.000766683,0.002812106,0.004838519,0.049325899,0.083575607,0.159796935,0.233740077,0.390778821,0.609785959,1.008216144,1.550310398,2.539721812,4.260260538,6.723566419,12.82344357,19.12442665,26.14982474,32.60707233,38.39039681,44.42438895,50.01857921,57.44794901,66.4329184,69.96866539,67.21586572
Finland,Finland,0.49040953,0.587923065,0.700709396,0.868458539,1.063989964,1.37723417,1.730103455,2.140154008,2.784873557,3.818095423,5.161339908,6.358419047,7.651669747,9.644999033,13.25391689,20.29937459,29.23903329,41.97749656,55.10944297,63.24342736,71.87081844,80.29235384,86.6381899,90.81753315,95.15116311,100.2105563,107.4358085,114.7599836,128.3858236,144.1233426,156.361179,165.8860374,172.178726,136.3200932,139.2489757,134.91875,133.8528678
Fiji,Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143665588,0.283688675,0.471652415,0.655853492,0.999606405,2.89896763,6.786913093,9.939966938,11.02133038,13.45557586,17.37512128,24.94472614,34.40382108,63.49309785,71.14568264,75.12028048,81.15820687,83.84404776,98.30734115,105.7622071,98.91285451,108.2722729,116.2362588
France,France,0,0,0,0,0,0,0.016255421,0.070030066,0.174507749,0.314842768,0.497183723,0.655162571,0.759518231,0.990565041,1.522658967,2.236359799,4.20976597,9.899530141,18.9889303,36.13436735,48.73886397,61.75367525,64.06849532,68.87189627,73.1589461,78.53166302,83.87657249,89.34353008,93.00882838,92.39159417,91.68330775,94.43104231,97.83174772,99.06771312,101.9229627,103.4500397,104.4040167
Faroe Islands,Faroe Islands,0,0,0,0,0,0,0,0,0,,0,3.011146933,3.647480945,3.441252144,4.237837838,5.556038228,7.088887924,10.16410456,13.98883641,22.92647591,35.91138008,51.52337668,72.71870879,79.26376787,85.7819413,87.04980843,103.2697435,107.6803996,113.1483964,117.4701651,122.4428424,120.2991277,120.6632968,118.4708803,119.3276279,108.6755846,110.9330782
"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093472795,5.494495207,11.99320679,13.27168632,17.61477613,26.11012771,26.32133081,26.45248172,26.55767449,26.67491398,30.15661382,30.27231876,,21.54970172,22.31052917
Gabon,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0.027869681,0.116334983,0.243798074,0.368277667,0.610416214,0.831637959,0.827681127,0.7404397,9.747206207,11.88345656,21.57656506,22.58787814,35.87195473,52.50348151,62.15113881,78.49889168,84.61277614,91.3815248,98.15816267,139.6632846,145.5887551,151.0632701,156.3528642,146.1813048,149.6366779
United Kingdom,United Kingdom,0,0,0,0,0,0.088548656,0.229786398,0.511380797,0.984825025,1.709814013,1.948120161,2.197440097,2.621118549,3.934052718,6.815338962,9.892982241,12.46348124,15.15253492,25.41295714,46.27491764,73.70886336,78.24769922,82.94670337,91.06414709,99.67234557,108.6004149,115.254437,120.2257083,120.7240644,121.9353861,121.2030538,120.9215205,121.9127668,121.7088908,120.6796218,121.1839932,119.9773474
Georgia,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002988012,0.046506305,0.614596923,1.243475381,2.791499735,4.124069606,6.449412499,10.88934199,15.53202148,18.54365743,26.17398191,38.38540033,59.21178171,63.47374988,66.16607148,94.01135866,106.2112707,114.3842118,123.4115193,135.2780045,140.4706134,140.9459916
Ghana,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0.002586677,0.010958434,0.020428441,0.036991809,0.074283086,0.124176463,0.231491774,0.378977543,0.686660511,1.255287604,1.941200898,3.890729602,8.07660683,13.34397363,23.54787646,33.49771799,49.66139655,63.20709011,71.13607628,84.25290533,99.5545728,106.3774956,112.6034309,126.920981,135.8012103
Gibraltar,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.189272564,3.298005398,5.295155913,7.938053959,11.77115937,17.82552919,31.22649327,38.57151915,50.1261034,57.66240281,62.33442419,68.11989101,73.82343894,79.43297079,86.7823765,90.39139474,97.29082473,103.3518722,,111.6399318,121.0733902,119.5535922
Guinea,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000586327,0.010763106,0.012069357,0.01168145,0.034396787,0.253631033,0.290994594,0.478081173,0.620545507,0.993417672,1.197656503,1.632205082,1.952530774,,19.8083993,26.63917633,33.0506519,37.05704098,44.04635361,49.50330493,64.45973104,73.55464301,89.02097029,87.12541316
"Gambia, The","Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,0.020822318,0.045321205,0.078315711,0.135243753,0.282299391,0.419617983,0.434818561,0.443944388,0.454603018,4.335711671,7.625735026,11.02500823,12.51275407,17.13594478,27.11866567,52.00199335,73.40781532,80.07477616,87.36506064,80.23320467,84.68840952,99.43689212,119.0754552,137.3222963,139.2261765
Guinea-Bissau,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096503033,2.921549678,7.156885891,11.13707457,20.48627968,33.77513183,36.92680079,43.53581253,45.89995702,64.04786163,55.89722241,64.22140248,69.95056836,70.81766902
Equatorial Guinea,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011641244,0.055082661,0.052411179,0.101705603,0.813904086,2.344621906,4.801870328,5.97456706,8.54008667,12.79517032,15.14736493,18.08695484,20.72734559,21.99951381,41.98173912,48.16099931,48.2457517,47.13124662,45.73481704,45.37527576,47.12686964
Greece,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454140255,1.431938289,2.530267045,4.889296044,8.554780382,18.55781566,35.20204114,53.24304111,71.20402904,83.0384854,79.47835416,82.73239746,90.79029102,96.83436563,108.0311332,120.8385863,116.1769733,107.3974369,106.1734399,117.4193903,110.5760381,107.8108602,112.0241848,112.1177165
Grenada,Grenada,0,0,0,0,0,0,0,0,0,0,0.155790742,0.152404255,0.186217823,0.286862316,0.352094965,0.398982594,0.565498631,0.965170784,1.391781579,1.983399381,4.231492142,6.29755815,7.397649363,41.31184371,42.19237064,45.5157408,44.73508362,49.60226285,57.7523333,109.710823,116.4974159,115.0178444,123.1615172,125.5795069,110.1457315,112.1172407,110.8612801
Greenland,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0.306116969,0.784271594,1.727134283,3.676694558,7.382201766,11.59785974,15.90584114,24.12482604,26.90520694,28.19606938,35.25248593,52.45997037,68.64634811,81.61401907,94.60953819,116.6406099,98.1967242,94.2532788,101.2553409,103.8725421,105.2859926,107.065622,107.8358341,108.2001525,
Guatemala,Guatemala,0,0,0,0,0,0,0,0,0,0,0.003162845,0.012875306,0.02205274,0.030084442,0.10284796,0.288216666,0.407836288,0.589604684,1.000987919,2.966487908,7.354303498,9.61380454,12.91755782,16.27758555,24.75794771,34.43843431,53.58468846,86.84171265,106.7274695,120.8941572,123.4959332,130.3044387,136.1207765,139.2412094,106.2062256,111.4995795,110.1435498
Guam,Guam,0,0,0,0,0,0,0,0,0,0,0,0.649156172,0.951774793,1.363915948,2.869707707,3.410941117,3.919357017,3.774375761,8.430032113,12.99097777,17.51121812,20.8438565,44.85446159,50.59791775,61.98647683,,,,,,,,,,,,
Guyana,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0.112413017,0.136565607,0.164965148,0.163275278,0.157509047,0.184086994,0.191832728,0.372710446,5.287395078,10.01245575,10.5601396,18.34856894,22.83716401,37.4684731,53.36172177,72.04122647,59.99740056,65.51395816,75.06429524,70.5856361,72.64022542,73.21579092,74.26122587,70.60352837,75.60542245
High income,High income,0.002473078,0.008777673,0.013908163,0.021392124,0.036025623,0.083016182,0.145592629,0.252028624,0.423577813,0.713635033,1.048133617,1.493541242,2.080142275,2.971370104,4.671461558,7.381812458,11.51573297,16.35414153,23.47081284,34.40902936,48.02870425,56.61276751,61.96786721,67.84780457,74.84063942,82.60253853,90.81175914,99.63213568,104.521407,108.0398513,110.2964527,114.3201908,116.9503133,118.9347551,122.4506938,124.3191341,126.3709742
"Hong Kong SAR, China","Hong Kong SAR, China",0,0,0,0,0.019018056,0.082433713,0.18434821,0.508669036,0.914132347,1.565003357,2.316231941,3.239855636,3.941757194,4.860868192,8.006872239,13.0026037,21.81836679,35.08019388,49.03381859,64.97463966,81.74713153,85.92825141,94.61844094,108.3542214,120.7473999,125.1399251,137.662134,155.8568172,166.853171,180.3906679,196.3458374,216.4353864,230.6025316,237.4339291,235.725992,230.8187986,240.7962077
Honduras,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039384108,0.239298099,0.563563525,1.236200535,2.379893699,3.550378519,4.757402461,5.393398553,9.816573857,17.37945569,29.71270874,54.29228337,78.88963295,104.427294,115.9893654,96.53514297,86.64872721,89.71388178,87.69329756,89.81744881,85.95321319
Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),0,0,0,0,0,0,0,0,0,0,0,8.05E-05,0.000879797,0.001883336,0.004207195,0.010405913,0.02715433,0.066359006,0.14548244,0.285577823,0.604325358,1.084154343,1.702354736,2.777700574,4.282007516,6.394117455,10.78424485,16.73156071,24.80000787,30.87935818,36.88425971,44.65835881,50.54206664,56.58075679,61.91783524,66.80036405,65.63326784
Croatia,Croatia,0,0,0,0,0,0,0,0,0,0,0.005024734,0.04241594,0.133534424,0.24229729,0.465112085,0.729688745,1.419554188,2.656871118,4.06286691,6.619644007,23.3284373,39.81325203,52.60908149,57.81114646,64.6795562,83.36346466,100.5605739,115.4120817,104.6491062,107.6923874,113.867324,118.5879907,115.7062939,110.3606615,104.7872559,104.2408716,104.7725932
Haiti,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121087614,0.297463304,0.643335049,1.052623466,1.584654567,3.56484316,4.386360262,5.399742902,12.75312699,26.15914028,32.97259596,37.02474507,40.00153206,41.39948393,59.23629705,68.63836033,64.02774906,68.15384582,59.95952554
Hungary,Hungary,0,0,0,0,0,0,0,0,0,0,0.025487463,0.081796185,0.224844854,0.441253027,1.38055914,2.56042655,4.578539666,6.84629444,10.40991153,15.88448305,30.09748215,48.72893431,67.72421014,78.3338638,86.27897295,92.40105428,99.1032426,110.0364559,122.3492851,118.4109216,120.9913032,118.101597,117.3231585,117.7675557,119.4954722,120.4609193,120.7789256
IBRD only,IBRD only,0,0,0,0,5.60E-05,6.41E-05,0.000510026,0.001159142,0.002188806,0.004252659,0.009655639,0.019569774,0.039109451,0.076162092,0.158946239,0.31480743,0.557693262,1.020427912,1.668412169,3.018761363,5.447683715,8.46980666,11.71290287,15.81797956,21.64727758,29.1397011,37.63830566,47.05450907,57.425359,67.72061864,78.8557151,87.61412569,91.88281726,96.74768283,99.54958022,100.2286928,104.5823349
IDA & IBRD total,IDA & IBRD total,0,0,0,0,4.56E-05,5.21E-05,0.00041447,0.000940578,0.001773277,0.003439369,0.007845423,0.01596608,0.032118463,0.062541966,0.129890066,0.253890587,0.448727766,0.819918233,1.339298547,2.420518554,4.368805624,6.81493877,9.480221603,12.85430504,17.793766,24.31045077,32.36270974,41.30693998,51.42406268,60.62667087,70.59556831,78.94223409,83.56116174,88.63856035,92.08438241,93.34203972,96.80753205
IDA total,IDA total,0,0,0,0,0,0,0,0,0,0,0.000257447,0.001008728,0.002179516,0.004905536,0.008446083,0.013366422,0.023812842,0.045401584,0.087445905,0.173277419,0.366976568,0.754313626,1.407434753,2.283776549,4.129863649,7.434779539,14.01258074,21.81705767,31.32702879,37.16901744,43.82485209,51.15299726,57.23351332,63.30743338,69.07397107,72.39141822,73.4657741
IDA blend,IDA blend,0,0,0,0,0,0,0,0,0,0,0.000758323,0.002980378,0.004986326,0.008864563,0.013720392,0.0200646,0.032143247,0.05857787,0.089456124,0.174027349,0.357122793,0.841135382,1.738115558,2.675775345,5.364134528,10.44913424,20.37964998,31.03834814,45.08889856,51.12968668,57.51368518,62.74804148,68.43146799,72.66623488,75.57518709,75.58902377,77.43040172
Indonesia,Indonesia,0,0,0,0,0.001083219,0.001229606,0.002690585,0.003680801,0.005147402,0.007253418,0.00997372,0.013285957,0.018931001,0.027995669,0.040229906,0.106948264,0.281378324,0.451702888,0.518103775,1.064638219,1.734574813,3.039976383,5.379111033,8.386149336,13.56646675,20.69137097,27.7599696,40.08207447,59.52687753,68.38666086,87.12132731,101.6678806,113.2915475,124.2804831,127.6139203,131.2928284,147.6639506
IDA only,IDA only,0,0,0,0,0,0,0,0,0,0,0,0,0.000647736,0.002748636,0.00557661,0.009967987,0.019593686,0.038796272,0.086430569,0.172899203,0.371937099,0.710702088,1.24172831,2.087319653,3.50824394,5.92200383,10.78098978,17.22757475,24.47651607,30.21749933,37.08051435,45.4243026,51.69688169,58.67539447,65.8531936,70.80643736,71.49980875
Isle of Man,Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007983485,0.033503859,0.088413304,0.117660486,0.182140123,0.339688704,0.610371924,1.192871643,3.040537299,4.63709626,7.87855334,14.29029122,19.80365477,28.97639365,43.2432608,61.10493897,71.66746768,68.46206123,69.32038505,72.96069065,76.4717128,85.1709257
Not classified,Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,Ireland,0,0,0,0,0,0.008415244,0.042000971,0.097290971,0.176514494,0.380653208,0.700425887,0.894760756,1.226106938,1.694555651,2.426382052,4.326935585,7.842713111,14.68027703,25.2228328,44.18158553,63.94240662,75.97281657,75.44725131,86.42942038,93.49078861,101.3535085,108.9874912,113.0203842,112.4407379,102.9866701,101.6111338,105.2282867,107.1729501,104.2466126,104.828345,104.2956894,103.1537143
"Iran, Islamic Rep.",Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015403902,0.026251475,0.097375758,0.381023565,0.610281933,0.753854822,1.455569354,3.110975499,3.352502739,5.01342826,7.290849518,12.08505274,21.60009395,41.32936851,59.02900688,71.32139595,72.4870165,74.23742425,76.06909129,84.25892096,87.85893583,93.52111839,100.3024773
Iraq,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080194716,0.312163132,2.181132075,5.676006443,33.74034476,49.38717208,60.21348944,67.29255788,75.62537503,80.43293526,81.63148,95.77033065,94.26933835,92.92093851,81.18551588
Iceland,Iceland,0,0,0,0,0,0,1.081320013,2.027070786,2.610147504,3.127018022,3.924828362,5.003027668,5.86236455,6.628061038,8.239105673,11.53948189,17.32555987,23.96987265,37.87922818,62.12041602,76.62952199,87.70762123,91.27638621,97.12382619,99.64411344,95.97564572,100.731997,106.8473132,108.3754712,107.4754972,106.4774231,106.3901824,108.167704,108.9395742,112.6615498,116.2534861,120.7953103
Israel,Israel,,,,,,,,,,,0.338630922,0.495348249,0.750781163,1.29285266,2.582716617,8.351696068,19.08832547,29.69775252,37.2406209,48.88174521,73.16577152,89.7396864,100.9732365,104.2341475,111.6424199,117.4774382,124.4041822,128.5917242,126.5532074,124.1349799,122.6912241,121.5520506,119.8191218,121.4662123,119.6273319,131.0674983,129.0310295
Italy,Italy,0,0,0,0,0,0.011251948,0.015849488,0.028961568,0.058856671,0.115682622,0.465628234,0.993832013,1.369147121,2.109463097,3.912570332,6.851780239,11.22145209,20.52622947,35.84903924,52.98357088,73.73582875,89.11361067,93.76876619,97.63180194,107.2746688,121.5810991,136.1174311,151.4005806,151.8275276,150.9558833,156.8163246,160.7112234,162.7028059,162.3367752,150.8997247,147.3697996,152.9988959
Jamaica,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0.100135492,0.309406894,0.611584301,1.038817787,1.778879501,2.132714648,2.551194958,3.010836853,5.479865892,13.81147097,22.33184697,46.1881262,58.11441871,67.3397643,72.19308092,82.40652485,96.71637242,97.6058753,105.41992,112.948449,104.0962109,95.56302869,99.80324755,105.0104347,109.2369463,113.3960932
Jordan,Jordan,0,0,0,0,0,0,0,0,0,0,0.040414741,0.038951008,0.03684292,0.034754123,0.032893891,0.258916435,0.511261514,0.93200562,1.672696266,2.361303787,7.621773304,16.66756523,23.06571665,24.55750417,29.33939351,54.91142892,73.18722962,77.04656614,81.87534265,88.17275648,92.1698766,98.78042647,112.4075063,122.588936,125.9168883,150.6443177,103.835148
Japan,Japan,0,0.011179589,0.016556366,0.022582557,0.033326788,0.050699773,0.077645503,0.12249681,0.196519328,0.39458558,0.697164268,1.103015715,1.366303521,1.695361897,3.435871764,9.26773002,21.24410326,30.14428748,37.21278201,44.64225152,52.36596403,58.57900103,63.42194234,67.66338147,71.34498772,75.18091196,77.72613321,83.52888241,85.87674815,90.45531626,95.90457309,103.3117099,109.8911887,115.2554186,123.1687362,125.4618376,130.6103289
Kazakhstan,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002466473,0.028687325,0.06193179,0.071891787,0.193486615,0.326397141,1.310322398,3.869688313,6.798782839,8.736223787,15.90415546,34.73290825,49.55583381,77.7880175,93.18423221,105.4314641,118.3159241,151.620255,178.6837667,176.4656621,163.5176199,148.2243479,141.9567198
Kenya,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0.004406353,0.004511901,0.007495719,0.008333804,0.010039885,0.023371463,0.036130572,0.077636248,0.405093938,1.856350523,3.57416053,4.660841751,7.259193183,12.79386694,19.81082558,29.79950406,41.64554959,48.12600547,60.3840368,66.09286937,70.41037236,71.00655904,73.07589151,79.84532391,80.43938819
Kyrgyz Republic,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028202716,0.052950662,0.182900138,0.544070737,1.063661175,2.758810431,5.227842631,10.67214672,24.61134095,41.7812329,64.49689052,84.01623283,97.29157373,113.9924247,121.5180687,118.5382582,130.9785705,129.2228613,127.8352593
Cambodia,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048253083,0.099259591,0.13235015,0.210359068,0.297064062,0.528939304,0.749913579,1.074252774,1.801721318,3.007583305,3.877563151,6.594772546,8.002893099,12.77710791,18.8884696,30.52481721,44.48479398,56.96353418,94.62861382,129.2907102,134.8926943,133.9287751,134.3667576,126.3484045
Kiribati,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026977315,0.241062604,0.35542497,0.460061963,0.566731163,0.59170932,0.679242782,0.70403466,0.742626777,0.778727248,1.015847217,9.851046058,10.32127966,13.17459104,16.88349451,18.42723545,27.15964439,36.47459678,45.45653219
St. Kitts and Nevis,St. Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.691674544,0.4675455,0.992846989,1.561663395,2.644686384,4.566210046,10.72018181,46.50572866,60.45319047,104.9145255,103.6374721,129.5623004,148.017166,148.3708682,155.5058801,148.0598392,144.5114183,144.8212304,120.9549861,134.4846006,139.6964667
"Korea, Rep.",South Korea,0,0,0,0,,,0.017179833,0.024597734,0.048354725,0.093463512,0.186391342,0.382930548,0.620081231,1.064001044,2.142195296,3.623274453,6.951862893,14.88830803,30.06515348,49.8528067,56.59102147,60.87591444,67.37347605,69.59854948,75.43814051,78.71793498,82.20967446,90.43409775,92.66136634,97.09394691,102.4506883,105.5526243,107.3513875,108.992757,113.7039183,116.4870829,120.679705
Kuwait,Kuwait,0,0,0,0,0,0,0.446597553,0.736047272,0.858312264,1.072996168,0.987562005,2.112335993,2.660577596,3.618798101,5.120101062,7.301954303,9.257786167,12.24265645,13.61394024,15.32906913,23.21112222,41.62030573,57.23393567,65.46439613,80.37210267,60.70763583,49.61905691,56.9780819,56.55051766,92.88647253,132.7229766,154.6249182,150.1963154,178.1354691,200.92797,148.5427083,133.0708012
Latin America & Caribbean (excluding high income),Latin America & Caribbean (excluding high income),0,0,0,0,0,0,0,0,0.000901447,0.00326421,0.019930676,0.050551123,0.116576201,0.202905124,0.409551283,0.701597827,1.208788379,2.22971703,3.746054422,7.175317757,11.18246542,14.94965704,18.05688645,22.41380019,30.25160599,40.89941783,50.81859922,62.75997621,75.49983383,82.79981425,91.2495781,99.85774378,104.1857944,110.066772,110.6000176,106.3453862,104.3789131
Lao PDR,Lao PDR,0,0,0,0,0,0,0,0,0,0,0,0,0.006441062,0.007354086,0.013184597,0.031719382,0.076454759,0.097201256,0.12528241,0.230439717,0.23794852,0.545657567,1.003406598,2.012220825,3.604682056,11.42726849,17.25942138,24.8480996,33.41159151,52.57839844,64.0925294,86.53765295,67.02863167,71.02273488,70.22973218,55.93007889,58.57211069
Lebanon,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.955964837,6.447495246,12.08987703,16.22697339,19.86285443,22.96494431,22.82101719,22.00226692,21.49041568,22.89370629,24.9208398,27.26979432,30.83348791,34.71135212,57.14147404,66.02653684,75.33506467,76.38039917,73.62930057,78.29834995,79.59784184,81.41840951
Liberia,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052001683,0.066864318,0.163245956,1.516253759,2.970960335,4.906124376,8.294236868,16.02649866,23.33138502,28.46790054,39.79884122,49.6450637,56.91412517,59.51007526,73.45595967,81.16239123,67.55790155
Libya,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195416735,0.384948365,0.568810634,0.746860711,0.919022028,1.26639186,2.26141534,8.764612142,34.52628555,66.77897486,75.37231411,121.9068216,155.7590009,176.6858914,161.4595687,154.6724902,165.1928592,136.9589311,156.3295966,121.7187359
St. Lucia,St. Lucia,0,0,0,0,0,0,0,0,0,0,0,,,,0.360764766,0.680068551,0.939572092,1.05899951,1.240346514,1.482226175,1.592874118,1.703857027,8.958895364,61.50099706,62.24923113,64.53693636,63.84252178,87.87241165,103.4422645,110.9436213,114.8522424,124.5627963,123.5450568,120.7235569,106.7622335,105.9450583,99.23208718
Latin America & Caribbean,Latin America & Caribbean,0,0,0,0,0,0,0,0.0009471,0.002846484,0.007210656,0.028208622,0.065766384,0.140485612,0.242099898,0.472716781,0.809084763,1.346860971,2.542699627,4.171182411,7.75915065,12.15510104,15.92786629,18.84242394,23.12468549,31.59654782,42.9637278,54.02517099,66.57090139,79.17719449,87.29840872,96.1477122,104.6387407,109.0966134,114.5969187,113.9818701,110.2004012,108.3495162
Least developed countries: UN classification,Least developed countries: UN classification,0,0,0,0,0,0,0,0,0,0,0,0,0.000462529,0.002632219,0.005134662,0.009090325,0.015945083,0.029707862,0.065065404,0.119754903,0.266756437,0.533652489,1.000915624,1.683531195,2.82663267,4.980217784,9.116054302,15.04249543,21.58949419,26.40482246,32.98728682,41.58044858,47.82023851,54.90852952,61.99227482,66.43826828,66.64881432
Low income,Low income,0,0,0,0,0,0,0,0,0,0,0,0,0.00053078,0.001770534,0.003132242,0.006936318,0.011305056,0.022236687,0.054502328,0.135517634,0.311284706,0.603368334,1.080584094,1.97870717,3.22236838,4.680049123,8.148496702,12.68452112,18.97394012,24.23810276,30.53364184,37.29067512,42.9190239,49.77417034,55.10984731,59.62953545,58.73932084
Liechtenstein,Liechtenstein,,,,,,,,,,,0,,,,,,,,23.18034307,27.40393399,30.04266058,32.6690624,33.51754953,72.84170042,73.70794311,78.91369218,81.93474854,90.6319008,95.66416252,97.85830118,98.6028942,101.9468343,98.72759611,104.3248086,109.494438,109.4831965,117.6073913
Sri Lanka,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0.00582814,0.010262472,0.014903636,0.081919501,0.161241236,0.281227926,0.386612977,0.62180591,0.938047519,1.37475807,2.290509105,3.530164933,4.886868878,7.251526088,11.41387876,17.21818747,27.51629105,40.2986928,55.56275617,81.22215267,85.94419555,90.17687261,94.65490925,98.9668213,107.2704989,115.3789507,124.0339877
Lower middle income,Lower middle income,0,0,0,0,0.000106744,0.000121405,0.000264883,0.000525191,0.000697247,0.000973054,0.001433654,0.004012916,0.006235999,0.011549143,0.019255966,0.049544223,0.109604134,0.193603865,0.266646905,0.4905693,1.036206074,1.937597624,3.021361669,5.017823852,7.984958213,12.88560645,20.95728008,30.25607091,41.96883891,53.13374254,66.68702177,76.84352237,79.35551689,82.2679013,86.60864036,88.64097344,94.43435946
Low & middle income,Low & middle income,0,0,0,0,4.64E-05,5.30E-05,0.000421081,0.00095541,0.001800896,0.003320341,0.007348242,0.014743485,0.029813129,0.058295031,0.122369234,0.241319184,0.426289401,0.758681785,1.234552442,2.231937479,4.05320798,6.416832457,9.017317107,12.32179938,17.05963477,23.33382272,31.10351529,39.8737954,49.95224135,59.10321291,69.04832655,77.37069196,81.94475505,87.03143528,90.6597668,92.00811907,95.57631397
Lesotho,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070610366,0.193321782,0.536832345,0.648463924,1.155884388,3.022341466,7.251859842,6.566404097,10.14687691,12.8125412,18.20826775,24.33830217,29.66183816,32.73559102,48.39124335,59.70227201,73.91713973,84.55313005,99.67396547,98.41335022,103.5890392
Late-demographic dividend,Late-demographic dividend,0,0,0.000141138,0.000212664,0.000289982,0.000484793,0.002053813,0.003676671,0.005667008,0.009663659,0.01648675,0.028159555,0.052238869,0.107821107,0.222529455,0.45909837,0.796615918,1.41076308,2.304290753,4.07009193,7.318505032,11.73987388,16.64596471,22.14871176,29.6580074,37.78444507,45.5528415,55.0657871,65.20207562,74.3635885,82.96623314,90.64826162,98.32374805,105.1892607,109.0011702,107.4345936,110.3667095
Lithuania,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0.0072395,0.033835997,0.123645775,0.407957642,1.414445251,4.618475803,7.527566479,9.407289743,14.96358338,29.30659886,47.77026168,61.56972099,90.24115692,130.1770022,142.8173387,150.6730027,156.2432593,156.5748183,156.5713011,160.3308699,164.5327708,152.3345747,144.0855466,142.7066372,144.5781293
Luxembourg,Luxembourg,0,0,0,0,0,0.010902629,0.079204483,0.101056921,0.144874077,0.176062864,0.215824888,0.294808879,0.286156661,1.280713692,3.204260088,6.575539815,10.86959147,16.00289542,30.64581655,48.50647634,69.54182842,92.92727364,106.5973146,120.4948561,104.0239565,111.3921396,153.1508697,144.189652,145.7416436,145.079683,143.1415132,147.1268856,143.0001108,144.7293201,144.2345717,142.3577966,132.6971743
Latvia,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0.039194793,0.147135694,0.328822443,0.598092943,1.149738283,3.142703181,6.889807109,11.39259745,16.83072844,27.8476027,39.3225786,52.89111036,67.43351376,83.10906432,98.13380502,100.8410211,105.8349882,107.3784709,108.8374437,110.3468446,127.3183364,125.3439854,118.2466365,129.97682,134.4954403
