Country Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6191177,97.14286041,94.40406799,94.75524139,90.21591949,90.55989838,88.19796753,93.18611908,95.58824158,95.13303375,96.2425766,94.78610229,,,96.57064056,101.1805573,,,
Afghanistan,,,,,16.79457092,,,17.43013,19.10796928,,26.6191597,33.06739044,,,18.20004082,18.90908051,,,,,,,,29.06965065,,,,,,,,,,,,,,,,,,,,,,,,
Angola,,,,,,,,,,,,41.09704971,36.05376816,,,,,,,,,28.55529976,,,,,,,,,,,,,,,,,39.27019119,38.83917999,39.80641937,46.08610916,,,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,92.02439117,,,,97.07321167,96.88066101,,94.90242767,93.87088013,,,96.62909698,92.83022308,91.51228333,89.23734283,93.27700806,98.91169739,90.97441101,105.002121,104.4681931,105.6041031,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,49.69469833,49.61061096,49.2213707,50.70793152,52.15216064,55.05638123,56.59075165,58.59352112,57.90307999,53.6986618,56.69319153,60.05550003,60.77613068,61.92502975,64.24416351,68.24465942,67.29387665,67.16340637,67.54724884,67.66310883,68.91236877,68.87973022,69.61591339,69.79498291,70.59632111,71.59275818,72.59832764,73.39940643,74.34024048,75.26448059,74.81661987,75.9484024,76.85677338,79.3291626,81.26309204,82.12270355,80.57479095,82.61856842,84.76885223,83.39543915,85.17182159,85.82782745,87.21676636,84.70348358,85.31481171,84.7203064,83.91194916,
United Arab Emirates,,,,,39.08800125,41.20806885,48.78445816,55.89371109,59.73070908,64.61904907,66.98539734,71.11978149,80.47975922,79.88307953,76.88124084,73.02931976,74.63995361,75.08940125,73.46869659,80.83627319,89.60273743,96.03875732,94.51808167,92.03414154,90.80233002,88.81562805,84.85301208,86.83647156,84.43131256,83.09340668,79.81954193,76.23123932,80.13654327,,,,,97.16235352,,84.88686371,84.48626709,87.35031128,95.0061264,96.98741913,100.7422104,105.1860886,,
Argentina,70.72267151,71.57396698,,,75.31337738,78.72013855,78.63938141,,,,,,,,,,,,,,,,,,98.6809082,,93.6188736,92.18071747,100.0865173,98.21764374,98.49373627,98.08648682,102.0307236,99.9238205,98.56285858,96.68479156,99.1332016,101.8526001,105.0634995,104.9859467,104.8095322,104.4237137,103.231369,100.8828888,101.8107605,101.4801865,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,108.2638016,,,93.89550018,,,,,93.70738983,89.27275848,100.0474701,92.69158173,93.81121063,102.0671387,105.7900238,,,,,,,94.36654663,90.38732147,
American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,,,,,,78.4258194,77.71588135,,,,,,,,,,,,,,,,83.78588104,,,,,,,,,,,,,,,,95.27696991,88.08560181,93.78237915,91.06112671,,,92.81083679,76.87277222,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,,94.99665833,96.87254333,97.06210327,,,,,,,,,,,,,,,,,,,,,,,,,100.917717,100.8748779,,,100.2221985,,98.74430084,,,,,,,96.77201843,96.62232208,97.4384079,98.45986176,100.1809998,99.65672302,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,99.44946289,93.98861694,91.50956726,82.40271759,99.47010803,95.40026093,92.17310333,89.51351166,95.1685791,97.58601379,92.69615173,95.59542847,93.43061829,91.6054306,98.13037109,90.73683167,91.77172089,89.51445007,92.80683136,91.99118805,88.08940887,98.12570953,103.2802124,111.3019104,
Burundi,,5.824570179,,10.82767963,10.97066975,11.6764698,10.94462013,11.2140398,11.28722,11.47471046,11.73274994,12.08743,14.48925972,19.80545044,27.24201012,28.54611015,29.66596985,29.18305969,40.12094879,33.97499084,41.88653183,46.41981125,49.64768982,53.11211014,,,,,,,24.92617035,25.3531208,25.85552979,30.42914009,32.72386932,34.94944,,39.50059891,42.34246063,49.0030899,52.08395004,56.9744606,63.9414711,72.20919037,71.32176971,66.42690277,69.79503632,
Belgium,,,,,67.98803711,69.6011734,70.51772308,72.43759155,74.49121094,67.96523285,68.04033661,74.23993683,76.79476166,71.67523956,75.10009003,73.31642914,72.09044647,71.35022736,73.08248138,,,79.33482361,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,,18.20833015,21.27856064,21.73354912,20.57695007,25.2224102,25.13121986,24.51638031,26.68091011,28.04578972,29.93704033,31.0934391,33.60303116,36.39559937,29.75930977,33.74224091,30.75686073,29.67449951,27.33658028,27.02061081,18.79125023,21.38610077,21.65839005,23.79171944,25.7407608,30.25149918,32.3626709,34.78396988,37.52402115,,37.80432892,41.67731857,43.78899002,48.11962891,51.87131882,,,,63.67050171,,66.71160889,71.6880188,73.04138184,78.60623932,79.45533752,81.14125824,
Burkina Faso,,7.195720196,6.792620182,7.037759781,6.79652977,7.626100063,7.553160191,8.557439804,8.742630005,9.560799599,9.324469566,10.29990959,10.54666042,11.30795956,12.30673981,13.90581989,,15.82594013,16.91584015,16.58723068,19.49580002,19.95185089,26.68046951,26.24488068,27.11621094,18.59445953,22.57243919,,,23.46804047,25.42222023,26.67761993,27.48546982,29.11165047,30.42653084,31.7365799,32.80561829,34.97426987,38.86925888,43.91450882,47.05522156,,57.36603165,62.34418869,60.84962845,62.02993011,61.72433853
Bangladesh,,,,,,,43.26662827,31.59358025,,,,28.48988914,,,,,,,,45.63055038,,,,,,,,,,,,,,,,64.26167297,,,57.1679306,63.35509872,65.58007813,73.30834961,,91.15059662,,98.07203674,
Bulgaria,,96.87451935,97.46988678,96.94503021,102.3355103,93.29412842,93.76828003,91.17984772,92.02787781,102.4205399,103.4151688,100.2391891,96.54852295,93.68314362,99.46343994,110.2169418,99.52626038,102.7070007,102.4799271,101.4153595,99.10794067,89.23728943,87.50994873,85.99205017,88.21006775,87.88852692,90.35150909,94.48644257,93.96299744,96.08090973,96.16507721,101.756958,96.56478882,97.79367828,98.6463623,98.64250183,99.2857132,101.2530136,95.0979538,101.6857681,113.3530502,110.2471771,101.9401093,99.16464996,98.44125366,97.51863861,94.63205719
Bahrain,,,,,,,,,,,,,93.01699829,89.71205139,91.1469574,93.62425232,90.69026947,92.79666138,99.65444946,105.0918198,,102.9817505,100.8928604,99.66449738,94.57148743,93.93595886,92.05882263,,94.39054108,100.3853912,98.78814697,96.67662811,100.5331802,100.1033096,102.0471191,101.6284485,,,,,,89.47138214,93.21469116,94.44687653,96.60569763,98.7109375,99.51364899
"Bahamas, The",,,,,,,,,,,,,,,,,,,,,,,,,86.3110199,,,,,82.31935883,,,,,,106.7020874,103.7901382,105.2119522,101.1567688,99.94811249,93.11499023,,,,,,98.74376678
Bosnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
