Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Guam,,22.19799995,22.10099983,22.24900055,22.30999947,22.59900093,22.64599991,22.58799934,23.17700005,23.30400085,23.3409996,23.21999931,23.35499954,23.44300079,23.48399925,23.69499969,23.96699905,24.2689991,25.00900078,25.0739994,25.47599983,25.47100067,24.85400009,25.13400078,24.6439991,24.59700012,24.54800034,24.88800049
Guyana,,22.79000092,23.93099976,23.00600052,22.59300041,22.99600029,23.14999962,23.92700005,25.67099953,26.95000076,27.70999908,29.17700005,30.76799965,31.05699921,31.47200012,29.06100082,30.41900063,30.7840004,30.70499992,31.19799995,31.46100044,31.51499939,32.18600082,31.53000069,32.29700089,32.01599884,33.67499924,34.7159996
High income,,38.80873237,38.30742806,37.6291923,37.19412476,36.99612094,36.66785817,36.64606863,36.29578515,35.81933452,35.83703876,35.39351124,34.81777003,34.52532041,34.38691495,34.19203121,34.33826527,34.39111403,34.01066978,32.98432565,32.52867473,32.31280511,32.14943146,32.14980732,32.03262299,32.0626141,31.99099873,32.02115411
"Hong Kong SAR, China",,38.13100052,36.74499893,34.00500107,32.92399979,32.20500183,31.45400047,30.58799934,29.29599953,27.74799919,27.49600029,26.51799965,25.44499969,24.31699944,22.31699944,22.1439991,21.81599998,21.19599915,20.64299965,21.0189991,20.63299942,20.53300095,20.07299995,20.66699982,21.19199944,21.14900017,21.08399963,20.9109993
Honduras,,19.33499908,17.79500008,20.19199944,21.61100006,21.95599937,18.98500061,19.29100037,21.11700058,20.68400002,21.22999954,20.5510006,19.6079998,19.47400093,21.72999954,19.81999969,21.3409996,22.41500092,21.625,20.39299965,18.38999939,18.76099968,19.31699944,18.9489994,21.62800026,22.33699989,21.87299919,21.91399956
Heavily indebted poor countries (HIPC),,8.763136569,8.686896776,8.741625849,8.737717972,8.771785288,9.050812978,9.034527788,9.166941836,9.35425041,9.615134226,9.870820683,9.990537595,10.15677823,10.22894937,10.29567042,10.38052747,10.65404241,10.72933338,10.9358887,10.67561382,11.02064054,11.21450215,11.34491939,11.9420123,12.16062331,12.27450636,12.33746447
Croatia,,42.01399994,40.01699829,40.49499893,38.95700073,35.88100052,35.33200073,35.98799896,35.85499954,37.33399963,35.90000153,36.78300095,37.09400177,38.39799881,38.68199921,37.16899872,38.80899811,40.51800156,41.04199982,39.47499847,38,37.48799896,37.1629982,38.11299896,36.84600067,36.7140007,37.54199982,37.65999985
Haiti,,11.44099998,10.67800045,10.60099983,10.23400021,12.39299965,13.69799995,12.78800011,13.70300007,13.53499985,13.06499958,13.04100037,13.18700027,13.52200031,13.47500038,13.56000042,13.80599976,13.97099972,14.0909996,14.16100025,13.85700035,14.83600044,15.43400002,15.85700035,16.4109993,16.80800056,17.23399925,17.14699936
Hungary,,40.9280014,40.51100159,39.68399811,38.98600006,38.75799942,39.6609993,39.95600128,42.65999985,42.02399826,41.13299942,41.70700073,42.03900146,41.7179985,41.48199844,41.89699936,41.81800079,41.94599915,41.61399841,41.10599899,40.17399979,40.23199844,39.08200073,39.09000015,40.07899857,39.90800095,39.92100143,39.73799896
IBRD only,,22.76112571,22.90269955,23.43258879,23.80331491,23.88807377,23.96683403,23.99797443,23.45210179,23.5324248,23.80277614,23.86347205,24.17401762,24.86764697,25.56743472,26.10069456,26.79896971,27.42873039,27.64673802,27.84149456,28.17178434,28.7361128,29.0892314,28.83305027,28.968095,28.76464228,28.64200496,28.64079152
IDA & IBRD total,,21.12468827,21.20090869,21.57802242,21.79516432,21.84730714,21.91006736,21.92790708,21.43709199,21.50523824,21.77908562,21.85153635,22.1182584,22.69687175,23.31438268,23.78454252,24.39671194,24.97344706,25.19118956,25.43099388,25.7938543,26.22468637,26.52779463,26.33012596,26.47964148,26.38317802,26.26016198,26.23779389
IDA total,,12.9943553,12.80029322,12.4997585,12.10036467,12.11922507,12.18302569,12.24311276,12.12760571,12.24230915,12.62816448,12.82458262,12.99798837,13.14552021,13.48045864,13.78350776,14.16256557,14.59543889,14.94022742,15.47666966,16.10820046,16.10313912,16.35121365,16.51567985,16.85839742,17.32823534,17.35077129,17.39658906
IDA blend,,18.15337639,18.1189396,17.49843795,16.59170808,17.13793215,17.34848807,17.3324096,16.4290663,16.26500896,16.94642612,16.85322238,17.60885829,17.81894071,18.00297259,18.17041971,18.81390515,19.28420669,19.25996584,19.87663846,21.31607799,21.34909692,21.69063931,21.70251384,21.64562909,22.0771192,21.93542552,21.94598049
Indonesia,,15.51500034,14.82499981,16.45000076,20.13899994,19.87700081,19.40999985,20.63299942,17.68400002,20.16799927,18.92499924,20.31800079,20.54999924,19.21800041,20.21500015,20.42399979,20.50900078,21.02899933,20.75799942,20.62800026,20.92300034,22.97999954,24.26000023,24.09000015,24.99799919,25.74900055,25.29100037,25.36899948
IDA only,,10.56790873,10.30333279,10.16292549,10.00419349,9.790197376,9.788723764,9.883763749,10.13964085,10.38316427,10.63792598,10.97188287,10.87823437,10.99692883,11.39868523,11.76624925,12.00327518,12.40947956,12.92549224,13.42447081,13.67588617,13.65411852,13.8655381,14.10619888,14.63383533,15.11490992,15.21299248,15.28325802
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,16.17200089,16.34399986,16.3029995,16.86100006,17.61700058,17.43899918,17.46500015,17.21500015,17.50600052,18.07799911,17.69199944,18.39699936,18.83699989,20.3010006,20.86300087,21.84499931,22.69799995,22.75,23.36100006,23.83300018,25.33399963,26.05400085,25.56900024,25.78700066,25.79100037,25.6760006,25.75
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,33.08000183,33.3370018,33.22299957,34.11700058,34.13899994,34.29000092,35.84000015,37.29100037,37.59199905,38.49300003,39.21699905,38.42399979,38.72399902,37.94900131,39.35300064,39.88800049,39.93199921,36.55599976,31.40500069,28.77599907,27.61899948,26.52599907,26.21500015,26.36899948,27.84000015,28.40399933,28.05599976
"Iran, Islamic Rep.",,28.8220005,29.5,27.29299927,27.80500031,28.29599953,30.75799942,30.22599983,29.05800056,29.61199951,30.1760006,31.25,31.51499939,31.84799957,31.71999931,30.82099915,31.68799973,32.70500183,33.24700165,33.11899948,33.77299881,34.45999908,36.63299942,35.88899994,35.38800049,34.19599915,33.29899979,33.85300064
Iraq,,18.26600075,19.03100014,18.76399994,19.17499924,19.13899994,18.99699974,19.82500076,19.56200027,20.33600044,20.62199974,21.15800095,20.46299934,20.10000038,19.4470005,20.49900055,20.21100044,25.20800018,21.17000008,20.7689991,21.87400055,21.61400032,22.42900085,23.34300041,23.22800064,23.19099998,23.4090004,23.3560009
Iceland,,32.82799911,32.69599915,33.58000183,35.26200104,33.80899811,32.36700058,34.5909996,33.93500137,32.97700119,33.62799835,33.19100189,32.88700104,31.89999962,33.06999969,31.4829998,32.06499863,31.61100006,33.75,29.18700027,28.04899979,28.09300041,28.11400032,28.51199913,27.85199928,27.70199966,26.81299973,25.72599983
Israel,,37.77399826,38.01200104,38.48300171,38.00099945,38.9679985,38.82500076,37.9659996,36.13100052,34.56999969,33.79000092,32.77500153,31.96699905,32.21099854,31.45700073,30.97800064,31.22100067,31.83699989,31.09399986,29.64999962,29.65500069,29.3939991,26.06699944,26.17200089,26.35499954,26.24699974,25.82299995,25.74600029
Italy,,41.00500107,40.70000076,39.84199905,39.59500122,39.57400131,39.36000061,38.54499817,38.98799896,38.83200073,38.34400177,38.51699829,38.54899979,39.0530014,39.19800186,39.1969986,38.70299911,39.02700043,39.05699921,38.86899948,38.40599823,37.89199829,37.2120018,36.48799896,36.53699875,36.02899933,35.47999954,35.6780014
Jamaica,,26.18400002,24.68199921,24.9640007,24.4470005,26.01199913,26.55599976,24.81800079,24.78199959,25.08499908,24.24099922,24.63100052,24.73699951,25.07799911,27.30200005,26.71299934,27.24799919,26.83600044,24.23200035,23.96899986,22.30599976,22.77000046,21.95100021,21.75200081,21.88400078,22.15800095,22.08399963,22.18400002
Jordan,,20.10000038,22.18499947,23.05400085,24.09300041,23.75300026,22.45700073,22.06500053,22.19599915,22.14900017,21.97400093,22.04599953,22.33300018,24.02799988,26.99699974,27.84300041,27.69199944,28.97900009,28.875,28.64599991,28.16500092,28.25200081,28.13999939,28.60199928,28.69199944,28.45999908,28.25,28.46299934
Japan,,39.27399826,39.72399902,39.62599945,39.81700134,39.48099899,39.31399918,39.38399887,38.65000153,38.45899963,38.11399841,37.50600052,36.91999817,36.56999969,35.83100128,35.11600113,35.55099869,35.66500092,34.8030014,34.04700089,33.45100021,33.45600128,34.54600143,34.69200134,33.22900009,34.29000092,34.04999924,34.01499939
Kazakhstan,,22.94799995,24.22100067,22.64500046,23.20899963,20.87199974,19.20100021,19.10700035,19.79400063,20.2859993,21.88400078,22.44199944,22.37299919,23.26300049,23.89299965,24.58300018,24.87700081,25.44199944,25.87400055,25.70599937,25.56299973,26.0529995,26.625,27.00900078,28.52199936,29.00300026,29.36000061,29.18799973
Kenya,,18.19499969,17.50900078,16.54299927,16.99600029,17.30999947,18.70700073,18.44400024,18.37100029,17.89699936,18.82600021,18.75499916,18.69400024,18.84300041,19.05699921,19.43099976,20.84900093,21.07900047,20.57299995,20.61000061,20.55200005,20.80500031,20.6079998,20.52499962,20.52899933,20.28199959,20.01799965,20.09700012
Kyrgyz Republic,,22.40600014,23.49399948,19.85499954,17.59900093,14.43900013,13.55599976,14.92199993,15.44200039,15.26399994,17.28199959,16.82699966,15.44799995,18.85499954,22.52700043,22.89999962,25.66699982,26.95800018,27.56699944,29.60899925,29.3409996,29.11000061,28.83799934,26.23800087,26.44099998,27.6989994,29.09199905,29.13599968
Cambodia,,4.852000237,4.960000038,4.929999828,5.038000107,5.243000031,5.294000149,5.626999855,5.021999836,5.744999886,7.145999908,8.729000092,8.843999863,8.93900013,8.944000244,8.751999855,8.977999687,8.796999931,8.085000038,12.05700016,16.97200012,20.84000015,24.86400032,25.41799927,26.29800034,27.34499931,27.92099953,28.10899925
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,40.02099991,40.8030014,39.61100006,39.75,39.92399979,39.2879982,38.55799866,34.31900024,33.37900162,34.36600113,33.70800018,33.66799927,34.22900009,34.18999863,34.01699829,33.64699936,33.21900177,32.77299881,31.92700005,32.3769989,32.05199814,31.87299919,32.07400131,32.4659996,33.25500107,33.2840004,33.20299911
Kuwait,,23.61800003,29.48399925,29.81999969,30.52499962,29.90099907,30.21199989,29.89699936,29.29599953,29.27300072,28.44599915,27.93400002,28.10300064,27.48699951,27.60000038,27.1060009,28.36499977,30.06500053,33.17200089,33.27799988,33.86800003,34.03300095,34.20000076,34.93299866,34.95299911,35.23300171,35.45800018,35.23400116
Latin America & Caribbean (excluding high income),,24.65755094,24.63994907,24.78983056,25.39986453,24.49811193,24.53059004,24.52453084,25.19297,24.61309874,25.38658401,24.99381265,25.10440869,25.02821621,25.26223071,25.80363069,26.35463884,27.07820552,27.25221468,26.6878185,26.72453131,26.81521249,27.26831798,27.14300251,27.6008976,27.56283811,27.09582913,26.99877283
Lao PDR,,3.874000072,4.007999897,3.951999903,4.039999962,4.322999954,4.69299984,4.785999775,4.750999928,4.971000195,4.276000023,4.571000099,5.113999844,5.449999809,5.793000221,6.433000088,6.631000042,7.502999783,8.213000298,8.836000443,9.951000214,10.33300018,11.25,11.45499992,11.67700005,11.79800034,12.06599998,12.23600006
Lebanon,,23.0510006,24.26000023,25.52799988,26.03800011,26.01499939,25.25600052,24.65999985,24.91900063,24.25200081,23.97599983,23.51799965,23.83600044,23.01300049,21.52499962,21.78300095,21.56699944,22.34700012,22.54800034,23.4109993,22.91900063,23.16300011,24.99699974,25.37400055,26.04000092,25.84300041,23.9260006,24.11899948
Liberia,,13.78999996,13.56799984,12.83699989,12.13099957,10.77499962,10.45400047,11.04800034,11.74199963,12.58899975,12.24699974,13.06200027,12.79599953,12.68799973,13.42399979,13.67199993,12.43700027,13.42800045,12.78800011,14.65200043,15.63799953,15.08699989,17.43400002,17.65200043,17.44199944,17.55200005,17.59700012,17.60199928
Libya,,27.42399979,27.22699928,27.92000008,28.03300095,26.41699982,27.62899971,27.31999969,27.28899956,27.4279995,28.27099991,31.70400047,32.14599991,32.71900177,29.84799957,30.55200005,30.78700066,31.8409996,33.89699936,35.42599869,34.75299835,22.67499924,28.45599937,25.62700081,26.08799934,27.86000061,27.10000038,26.35400009
St. Lucia,,20.80599976,21.55800056,21.92499924,21.38400078,26.42399979,24.80900002,23.38800049,21.94599915,23.17900085,24.56399918,24.90999985,25.27099991,22.90600014,23.28800011,27.50200081,30.13800049,26.47900009,27.65200043,27.27799988,25.86400032,26.15299988,25.90399933,24.79999924,23.80999947,24.15800095,24.61199951,24.73200035
Latin America & Caribbean,,26.16732411,26.13281426,26.05724364,26.50145472,25.44073734,25.37409033,25.53153532,26.05998963,25.33652,25.94201043,25.49839215,25.42154968,25.45064271,25.79957811,26.32859322,26.89630834,27.64275778,27.77935598,27.19187873,27.22756493,27.38131588,27.78306285,27.75802984,28.19293762,28.09059433,27.63991487,27.51558418
Least developed countries: UN classification,,9.706459717,9.368900277,9.149881145,8.933421897,8.780079392,8.895765669,8.967774253,9.218875092,9.493119954,9.740437958,10.14723573,10.09740856,10.16766378,10.5788844,11.01332581,11.21290803,11.60240117,12.06630477,12.61511432,12.89958002,12.99270428,13.22673676,13.57788633,14.12498869,14.61447241,14.6976741,14.76383494
Low income,,9.791065445,9.735932689,9.630201573,9.626164194,9.591955912,9.744311557,9.63516439,9.845540983,10.20366664,10.42276689,10.72286801,10.32353151,10.3854663,10.31047468,10.35167747,10.60663638,10.88421732,11.32477291,11.52803496,11.24037008,11.28411376,11.40661136,11.57927706,11.96719192,12.07557798,12.12068856,12.12285473
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,23.94099998,18.51600075,20.18899918,17.47599983,22.72500038,22.54500008,24.16500092,23.27300072,23.49099922,23.46899986,22.86499977,25.46899986,25.20299911,25.65699959,26.47699928,26.12599945,25.83399963,25.4829998,25.86499977,24.7329998,23.99500084,26.08799934,26.47299957,26.48699951,25.67700005,25.75,25.96999931
Lower middle income,,17.15186591,17.01371907,16.93399879,17.50166715,17.80450753,17.65650425,17.85423193,17.23969054,17.62413606,17.77418929,17.78550251,18.30384279,18.5324663,19.57024885,20.09274028,20.80552235,21.49718991,21.56765618,22.10544776,22.72246704,23.60072497,24.2348571,23.97885987,24.31141164,24.64815274,24.69578774,24.79614167
Low & middle income,,20.7328265,20.82716009,21.23488379,21.48445124,21.5679553,21.63701869,21.63150128,21.13470996,21.23649821,21.52631976,21.61565986,21.9191779,22.49787701,23.1057871,23.57532072,24.17443811,24.73708247,24.94694627,25.19947551,25.57266666,26.00044506,26.31418169,26.10313051,26.2521304,26.16106561,26.03404002,26.01689891
Lesotho,,14.70400047,15.16899967,16.24799919,16.95299911,17.07099915,17.27599907,16.57299995,12.96100044,8.946000099,12.86600018,16.51499939,19.60899925,22.27199936,25.77199936,28.48600006,32.85699844,37.6969986,48.54199982,47.95299911,48.06800079,49.26399994,50.0870018,50.84999847,50.69100189,51.31299973,51.57600021,51.71699905
Late-demographic dividend,,24.99050778,25.24051771,26.29872989,26.29601197,26.24420458,26.49728714,26.48339097,25.90053129,25.74318401,26.1811432,26.46891391,26.86657538,28.06554082,28.4462215,29.02162311,29.62051459,30.10648037,30.55490724,30.76492936,31.13212912,31.25435233,31.33255722,31.15253157,31.0141227,30.56007697,30.42565502,30.42439302
Lithuania,,43.80400085,40.73400116,39.37099838,36.89099884,35.30400085,34.2859993,34.96300125,35.29999924,32.5530014,32.78699875,32.51100159,34.84199905,33.9469986,36.28099823,37.0320015,39.65299988,41.06200027,41.86899948,36.9070015,33.39599991,33.34999847,34.61600113,35.19200134,33.61000061,34.02999878,35.19200134,35.05500031
Luxembourg,,41.00999832,39.45999908,37.2859993,38.01699829,34.7879982,32.15999985,33.22999954,30.41300011,31.49799919,30.16600037,31.17000008,29.05900002,28.27700043,27.43600082,25.54400063,25.19099998,25.61800003,22.17700005,19.55900002,19.83699989,20.34000015,19.51799965,18.09300041,16.32999992,19.12199974,18.05599976,17.85400009
Latvia,,42.90599823,39.51900101,35.7179985,34.84700012,34.62599945,33.93999863,32.52399826,34.06999969,33.19400024,34.43399811,34.32699966,35.24700165,35.35900116,35.68299866,35.19499969,37.82300186,41.08399963,41.13299942,34.13800049,33.47200012,32.3390007,33.15299988,34.46500015,34.89799881,34.6780014,35.24300003,35.24000168
"Macao SAR, China",,36.59600067,34.22200012,33.86299896,28.10499954,30.20199966,25.69400024,25.22200012,30.61100006,27.87700081,26.34900093,27.51300049,26.34799957,25.45800018,24.59600067,26.74699974,27.86300087,27.63599968,26.99900055,23.37999916,20.25399971,19.81999969,20.38999939,20.61700058,22.90500069,26.51399994,28.3939991,31.34499931
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,22.3239994,22.65699959,22.64599991,22.09799957,21.35000038,20.86199951,21.49699974,21.26099968,20.84199905,20.76799965,20.47100067,20.48200035,20.71800041,20.45999908,20.84300041,22.43000031,22.81999969,23.93099976,24.47100067,25.06800079,25.13100052,24.6079998,21.36899948,21.85000038,21.62299919,21.94599915,22.01099968
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,25.31900024,26.35700035,27.26600075,26.03499985,21.6060009,21.4810009,20.17300034,18.69400024,17.4659996,17.93799973,17.94000053,18.42499924,20.48600006,21.26300049,20.79199982,24.15200043,25.16200066,25.65600014,25.125,24.86700058,24.99699974,25.71299934,22.91399956,23.23500061,23.84799957,22.26099968,22.31399918
Madagascar,,6.514999866,6.5,6.433000088,6.21600008,6.138999939,6.493999958,6.705999851,6.809000015,6.854000092,6.916999817,7.099999905,6.769000053,7.355000019,5.824999809,5.120999813,5.397999763,5.589000225,5.998000145,6.085999966,6.019000053,6.407000065,7.738999844,7.999000072,8.251000404,8.588000298,8.682999611,8.737000465
Maldives,,18.25699997,17.83600044,17.74300003,17.4470005,17.39999962,16.07699966,16.70899963,17.30999947,17.5529995,17.73600006,18.84000015,18.67900085,18.34399986,19.2859993,20.68700027,20.69599915,17.3560009,18.18600082,16.19099998,15.30000019,17.72999954,19.52400017,20.13500023,22.875,25.04899979,25.1760006,25.13299942
Middle East & North Africa,,26.43302158,26.31643197,26.18186465,26.37411933,26.25934043,26.75795968,26.55184821,26.31423874,26.27625112,26.05719405,26.38813893,26.26537413,26.49016602,26.6375647,27.28142696,27.84179293,28.85454405,29.34487705,30.16761815,30.73293022,30.17005585,31.11730491,30.77731595,31.28332317,31.39640239,31.32284182,31.50613373
Mexico,,24.74200058,24.31900024,23.89100075,23.97599983,24.56299973,24.88100052,24.32799911,26.97500038,27.61300087,29.38199997,28.03499985,27.21199989,27.75699997,27.84399986,29.35700035,29.90699959,30.35499954,30.09600067,29.0890007,28.81800079,29.2859993,28.51000023,28.64900017,29.49900055,29.93700027,30.73800087,30.79700089
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,,21.5537937,21.66562155,22.12134588,22.40289996,22.50767104,22.57657053,22.58710819,22.04557094,22.13494331,22.44161676,22.52074844,22.89569276,23.52976576,24.20624529,24.72655432,25.36862595,25.97206171,26.18238508,26.46196962,26.91690479,27.39920082,27.75670868,27.53311009,27.68236276,27.59722436,27.47997698,27.48970013
"Macedonia, FYR",,45.49700165,46.93099976,45.34600067,42.18700027,42.2519989,41.63399887,42.24000168,41.89699936,41.0359993,35.83200073,35.95199966,35.68099976,36.07099915,36.02199936,34.56800079,34.71900177,33.04800034,32.64899826,31.86599922,32.29399872,32.99399948,33.4090004,33.47399902,33.13800049,34.52600098,33.70399857,33.47100067
Mali,,14.11499977,14.22000027,13.97599983,14.52299976,14.79599953,15.40400028,15.52000046,15.83600044,15.39799976,16.39900017,17.11100006,16.90999985,17.40800095,17.46800041,16.24200058,16.25900078,14.53899956,13.15499973,13.15600014,11.93099976,10.72599983,9.970000267,9.164999962,8.953000069,9.946000099,10.08100033,10.53100014
Malta,,42.45000076,40.49900055,39.61199951,40.2179985,36.51599884,35.71300125,35.12200165,34.79499817,34.47900009,36.26100159,34.25699997,35.68799973,34.70600128,34.47999954,35.55500031,34.16600037,32.49100113,32.89099884,31.68000031,31.92700005,30.82999992,28.79999924,27.94199944,27.54899979,26.65999985,26.37999916,26.00200081
Myanmar,,9.668000221,9.572999954,9.612999916,9.541999817,9.826999664,9.991000175,10.02999973,9.876999855,9.692000389,9.866999626,10.125,10.75399971,11.15999985,11.75599957,12.1960001,12.625,13.06499958,14.09799957,14.87300014,15.73700047,16.21800041,16.65800095,16.98900032,17.56900024,18.32699966,17.92700005,18.28800011
Middle East & North Africa (excluding high income),,26.0701073,25.77277041,25.58553095,25.89829121,25.8000284,26.44443637,26.28277664,25.9847808,26.00286081,25.86397521,26.05838898,25.8756872,26.09244393,26.2202024,26.88129853,27.68729732,28.84198951,29.5453612,30.16187486,30.55607524,29.82160823,30.95342304,30.33708792,30.88369575,30.81587394,30.58376437,30.58875286
Montenegro,,30.76499939,31.54500008,32.44900131,31.50600052,31.48699951,30.45499992,30.30500031,30.37299919,30.75099945,30.15699959,31.9090004,30.89599991,29.88299942,28.8010006,26.94199944,26.13800049,23.42700005,29.09000015,27.8029995,26.69099998,26.29500008,25.71100044,26.28499985,25.40299988,25.95400047,26.4810009,26.59900093
Mongolia,,14.93999958,14.89999962,13.86699963,13.73600006,14.55500031,12.73099995,13.0909996,12.54500008,12.63799953,12.43299961,12.74100018,12.63899994,13.77200031,12.86100006,13.8920002,15.27200031,16.31599998,18.42399979,18.43400002,20.16799927,21.88500023,23.95499992,26.04500008,26.69199944,26.47999954,24.42200089,24.54299927
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,5.875999928,6.104000092,5.829999924,6.012000084,6.28399992,6.243000031,6.370999813,6.879000187,7.464000225,7.545000076,7.362999916,6.864999771,6.839000225,6.672999859,6.605000019,6.698999882,6.68599987,6.705999851,6.732999802,6.994999886,7.342000008,8.147999763,8.562999725,8.979000092,8.80300045,8.789999962,8.758999825
Mauritania,,7.59100008,7.80700016,7.715000153,9.005999565,7.677000046,7.623000145,7.846000195,9.25,9.366000175,9.055999756,9.354999542,9.041000366,8.972999573,10.05900002,10.46000004,8.545000076,8.279999733,8.512999535,9.140000343,9.18999958,9.223999977,10.09500027,9.899999619,9.907999992,9.302000046,8.850999832,8.822999954
Mauritius,,39.29899979,39.50099945,39.46500015,39.35699844,38.59199905,38.67200089,38.61999893,38.01100159,37.68000031,37.15599823,35.8409996,35.54299927,35.39799881,34.72999954,34.23600006,34.63100052,35.75500107,35.09199905,33.01599884,32.79199982,32.20500183,32.43199921,29.58499908,29.42499924,30.42099953,31.86300087,31.69000053
Malawi,,12.17099953,13.19900036,11.35299969,12.31499958,11.31900024,10.74800014,10.48200035,10.56299973,10.4989996,10.42199993,10.14000034,10.67399979,11.17099953,10.59399986,10.42199993,11.19099998,11.78499985,10.86400032,10.44400024,10.19999981,9.918999672,9.626000404,9.706999779,9.706999779,9.835000038,9.937999725,9.982999802
Malaysia,,26.85000038,31.3560009,32.15200043,32.49700165,32.93799973,33.72600174,35.80400085,33.69400024,33.33599854,33.99200058,34.97600174,34.55400085,34.82500076,32.97600174,32.60699844,33.22900009,31.54800034,31.86599922,30.81699944,31.61599922,32.27700043,33.17200089,33.29899979,33.00299835,32.51300049,32.04600143,32.05500031
North America,,33.42550486,32.74540453,32.41100901,32.43572573,32.67379917,32.48742438,32.68019455,32.49872815,32.0654817,32.57263642,32.06888628,31.22837573,30.855768,30.87454874,30.79059353,31.01303051,30.7749832,30.06682632,28.50222785,27.96705769,27.76840805,27.551093,27.94870017,28.18883909,27.89917573,27.89423713,27.98295161
Namibia,,20.62199974,20.91900063,20.4659996,20.27400017,20.21100044,19.54899979,19.25499916,18.70100021,17.2159996,16.59499931,17.46800041,17.58699989,18.38800049,19.27099991,20.29599953,22.63400078,23.61199951,24.97400093,21.90399933,19.11800003,25.36199951,21.77000046,23.09900093,23.8409996,27.62199974,30.80500031,31.06999969
New Caledonia,,34.75799942,34.1590004,35.20800018,34.99700165,35.31900024,34.71900177,39.02500153,42.22100067,43.60699844,44.60300064,44.03300095,44.3030014,44.64400101,44.86899948,44.84000015,44.89899826,46.05400085,45.84799957,45.4070015,45.74100113,46.2859993,45.04999924,45.38899994,45.26399994,45.00600052,44.95000076,45.34700012
Niger,,4.110000134,4.06400013,4.007999897,4.06799984,4.129000187,4.164000034,4.205999851,4.193999767,4.153999805,4.129000187,4.09499979,4.114999771,4.131000042,4.126999855,4.173999786,4.171000004,4.157999992,4.205999851,4.243000031,4.254000187,4.287000179,4.479000092,4.561999798,4.552000046,4.493000031,4.524000168,4.548999786
Nigeria,,8.607000351,8.576000214,8.18599987,8.277999878,8.267999649,8.418000221,8.407999992,8.335000038,8.282999992,8.713000298,8.383000374,7.912000179,8.281999588,8.894000053,8.93999958,9.069000244,9.055999756,10.02000046,11.07800007,13.52999973,12.67599964,11.84500027,11.33699989,11.66800022,11.52799988,11.46899986,11.24100018
Nicaragua,,17.76600075,17.64100075,17.72900009,17.89900017,18.12000084,18.2329998,18.52599907,18.42300034,19.19599915,18.87000084,18.82900047,18.91900063,18.54000092,19.36499977,20.05999947,20.20800018,20.84499931,20.14599991,19.4279995,17.2670002,17.98699951,18.8239994,19.4640007,19.83399963,20.42700005,20.35700035,20.46800041
Netherlands,,33.67300034,33.67599869,33.06200027,32.73600006,32.4090004,32.45100021,32.31399918,31.77700043,31.59199905,30.61899948,31.19599915,30.23200035,29.07600021,29.56599998,30.19400024,29.89299965,28.68300056,28.04899979,27.31500053,26.85199928,26.20999908,26.30200005,25.35000038,24.79100037,25.20100021,25.1989994,25.31800079
Norway,,34.1269989,33.91899872,33.35699844,33.79100037,34.51699829,34.02299881,34.94800186,34.22000122,33.41999817,32.6570015,32.78099823,33.1629982,33.25600052,32.05400085,32.31499863,32.34899902,32.99399948,33.02299881,32.21900177,31.20899963,31.85199928,31.74200058,31.99399948,32.17900085,31.69499969,30.78300095,30.78499985
Nepal,,4.001999855,4.664999962,5.206999779,5.797999859,6.640999794,7.663000107,8.897999763,11.07199955,14.34200001,14.31299973,13.22099972,6.129000187,4.90899992,4.559000015,4.705999851,5.340000153,6.626999855,9.347000122,9.032999992,9.163999557,9.125,9.157999992,9.428999901,9.680999756,9.652000427,9.520000458,9.883999825
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,31.80900002,31.11599922,31.33099937,33.77899933,33.91899872,33.89799881,32.77999878,33.17599869,32.08100128,32.47600174,31.96800041,31.99399948,31.96999931,32.49200058,32.14799881,32.84700012,32.41799927,31.69400024,31.1439991,30.75499916,30.03800011,30.02400017,29.9810009,30.73999977,32.52199936,30.14699936,30.20899963
OECD members,,37.33358939,36.77691783,36.17638168,35.87733508,35.88414932,35.67661187,35.57752426,35.44797857,35.0781294,35.30621575,34.76029355,34.21850634,33.93876479,33.80577676,33.78625902,34.00899575,34.05707734,33.7147567,32.46196294,31.98897132,31.87871011,31.59741895,31.55181144,31.55375624,31.58005149,31.54313315,31.53488052
Oman,,7.098999977,7.335000038,7.598999977,7.688000202,7.714000225,7.745999813,8.532999992,9.586999893,9.857000351,10.75199986,12.13099957,13.61900043,15.46199989,17.23999977,19.14900017,22.375,25.74099922,30.10199928,35.36800003,41.74599838,41.52399826,42.23099899,41.90299988,42.0909996,42.93999863,42.89300156,41.93000031
