Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cabo Verde,,10.93900013,11.03499985,10.86600018,10.50699997,9.907999992,9.940999985,9.546999931,9.401000023,9.046999931,8.927000046,8.520000458,8.805999756,8.677000046,8.595000267,8.809000015,8.760000229,9.045999527,9.317000389,9.333000183,9.501000404,9.576999664,8.894000053,8.786999702,9.208000183,9.276000023,9.206999779,9.295999527
Costa Rica,,26.63999939,27.00099945,27.33099937,27.90399933,25.64299965,25.49799919,26.63299942,25.62299919,26.15399933,25.11300087,26.61100006,26.50300026,26.2670002,26.56500053,26.46500015,26.62100029,27.43000031,26.62299919,24.77599907,24.14599991,24.30900002,23.28700066,21.5340004,22.65999985,25.07500076,24.19499969,24.17700005
Caribbean small states,,27.22514781,26.29972997,25.93088221,25.53083383,26.92223568,27.35711854,26.983724,28.05650412,27.56441615,27.57464313,28.30196356,28.51974303,28.75432349,30.55713515,30.75078124,31.43795321,31.86793844,30.97896697,30.8602829,29.18072359,28.46722374,27.98962355,27.85144108,27.95517292,27.31390127,27.09934518,27.08721016
Cuba,,24.53899956,23.75600052,23.56399918,25.25699997,26.30800056,26.32900047,26.34600067,23.71699905,21.78100014,21.81900024,22.61700058,22.64599991,22.68400002,22.43300056,22.50499916,21.28100014,21.50300026,21.89800072,21.20899963,20.5170002,20.29299927,22.70999908,20.84000015,20.62899971,20.65600014,20.34399986,20.21199989
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,,36.04199982,35.74200058,34.81800079,34.40499878,32.75400162,32.70199966,32.65599823,31.61499977,31.33200073,30.86700058,31.59799957,31.27099991,31.45499992,32.57099915,33.70700073,31.83099937,32.38499832,33.45000076,31.7840004,29.67300034,31.31200027,30.03199959,26.16600037,24.77799988,24.86000061,26.17399979,26.25799942
Czech Republic,,56.09500122,53.86600113,52.16699982,51.57300186,51.28499985,51.09999847,51.11399841,51.15000153,50.31100082,49.83000183,49.97399902,49.61500168,49.47900009,49.29600143,49.39799881,49.85100174,50.35599899,50.87099838,49.47100067,49.01800156,49.42399979,49.35400009,48.70299911,49.0890007,49.12200165,49.02999878,48.90100098
Germany,,51.56399918,49.9090004,49.10800171,48.34600067,47.50099945,47.01900101,46.49100113,46.08200073,45.61299896,45.31499863,44.51499939,44.17900085,43.11999893,42.88100052,41.07600021,40.85200119,41.37200165,41.16799927,40.76699829,40.18600082,40.19100189,40.14199829,39.63199997,40.05899811,39.71300125,39.23199844,39.13100052
Djibouti,,19.67300034,17.87800026,16.66699982,16.36199951,16.19199944,16.23900032,16.2159996,16.47100067,16.31900024,16.63299942,16.57600021,16.90500069,17.37700081,18.1420002,18.11100006,19.35499954,20.72599983,21.9090004,21.73600006,21.13999939,21.19300079,21.17300034,22.58200073,24.21699905,25.16399956,25.01300049,24.33499908
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,36.78099823,37.01399994,36.19800186,35.99000168,36.76300049,35.50999832,35.85400009,36.3390007,36.69200134,35.63000107,34.85599899,33.22299957,33.00600052,33.81700134,33.8769989,33.54700089,33.04399872,32.64500046,29.54100037,29.05900002,29.36300087,28.93099976,28.75900078,28.15600014,27.80400085,26.97900009,27.09700012
Dominican Republic,,27.72299957,27.50399971,27.8010006,28.23399925,27.69799995,28.29500008,27.51199913,28.05999947,27.63899994,26.5529995,26.42099953,24.22999954,27.07900047,28.32999992,27.5890007,26.37299919,26.65299988,25.02899933,22.625,23.26300049,22.72699928,22.70599937,21.49399948,22.31599998,23.31699944,23.09900093,22.95700073
Algeria,,25.27300072,25.21699905,25.43000031,25.77599907,25.64500046,24.20800018,23.96500015,24.84700012,24.53800011,23.92700005,24.4090004,24.98200035,24.38800049,26.20400047,28.94199944,30.69199944,32.81000137,34.41899872,36.98300171,37.50099945,36.92100143,38.41199875,38.61000061,45.28099823,45.89699936,45.43199921,45.20000076
East Asia & Pacific (excluding high income),,21.01241405,21.56870072,22.96413156,23.39419514,23.7000248,24.0018116,24.1384984,23.2568546,23.53863031,23.75391845,24.18308742,24.48252095,25.59291612,26.07840136,26.60409434,27.21108551,27.63468025,27.92113987,28.33319097,28.7884598,29.12676255,29.21882294,29.06909692,28.99960699,28.70071058,28.68000725,28.703414
Early-demographic dividend,,18.34520533,18.2614681,18.24566153,18.71099405,19.00843204,18.95485746,19.11444753,18.72626398,19.03257247,19.26827571,19.17081306,19.44571524,19.62936391,20.61370655,21.1706707,21.88277721,22.62845936,22.75400678,23.09247675,23.58538563,24.44854767,25.08997709,24.95393581,25.35003181,25.67728892,25.63986616,25.7220803
East Asia & Pacific,,23.21197529,23.72828817,24.88874994,25.263358,25.50001494,25.70662604,25.79593437,24.82855962,25.00675225,25.20504433,25.47696097,25.68149665,26.64297239,27.03025196,27.4529393,28.02137683,28.39895571,28.59789169,28.90202521,29.28043481,29.54902481,29.68267184,29.55650464,29.42402749,29.22309409,29.18467506,29.19436977
Europe & Central Asia (excluding high income),,38.4707787,37.55146342,36.35014882,36.45898886,34.98829052,34.67147151,34.04604942,33.36412761,32.83164072,32.29666299,32.55182733,32.937631,33.75099281,34.19589258,34.59976481,35.11335966,35.52090355,35.92589484,35.00306647,35.13364441,35.31061244,35.49545169,35.45422455,36.02033612,35.68398912,35.5772561,35.51562236
Europe & Central Asia,,41.06759644,40.06901047,39.01823852,38.5848694,37.84220445,37.54609262,37.21167236,37.03446023,36.59862724,36.21471621,36.18109039,36.11761083,36.20624319,36.24287913,36.2685909,36.54844649,36.82784557,36.97040885,35.78034462,35.38823669,35.31524337,35.11771803,34.80656553,34.96408664,34.75875221,34.64891791,34.60057987
Ecuador,,21.91799927,22.40399933,20.69499969,20.84399986,20.67200089,20.43499947,20.60099983,21.05599976,21.13299942,22.40399933,22.18799973,22.10700035,21.41699982,21.68499947,22.69599915,23.07900047,22.84600067,23.45299911,23.46999931,23.07699966,22.30999947,21.88400078,23.90999985,25.17900085,25.12599945,24.10099983,23.74600029
"Egypt, Arab Rep.",,26.86199951,24.32600021,25.03000069,25.04400063,24.89999962,26.20899963,25.67700005,25.22900009,25.24600029,24.59700012,23.86100006,22.74500084,22.63800049,23.07999992,25.18799973,25.7840004,26.41500092,27.4090004,28.32600021,28.56200027,28.0720005,29.51399994,28.85199928,29.20800018,29.85499954,30.24900055,30.35400009
Euro area,,43.09887011,42.36530952,41.316927,40.60433218,40.3758121,39.93387585,39.727722,39.93782491,39.80017183,39.63394002,39.46060101,39.22989539,38.7420077,38.61621292,38.17805688,38.24575639,38.31602553,38.0385022,36.7804576,35.9185319,35.48969194,34.924551,34.21085013,33.99282835,33.96780406,33.73772407,33.74658853
Eritrea,,8.404999733,8.295000076,8.737000465,8.659999847,8.909999847,9.223999977,9.343999863,8.831999779,10.03999996,9.517999649,10.03800011,10.11400032,10.03600025,9.848999977,9.399000168,8.909000397,8.80700016,9.56099987,9.031999588,9.041999817,9.123000145,8.99600029,8.987000465,8.961999893,8.923000336,8.875,8.927000046
Spain,,41.26900101,40.68199921,38.97200012,38.30799866,38.56700134,37.81399918,38.65200043,39.46099854,40.12200165,40.22100067,41.40299988,41.18399811,41.57699966,41.43500137,41.05199814,41.58000183,41.39899826,39.96099854,35.82300186,33.55699921,32.12099838,30.27199936,29.11400032,28.57500076,29.15500069,28.8409996,28.81299973
Estonia,,42.23799896,41.51699829,38.69900131,38.31900024,41.37400055,41.43799973,41.2859993,41.5719986,40.09600067,47.13299942,41.70500183,36.79199982,38.43899918,42.22900009,44.05899811,45.12400055,47.9090004,47.8219986,43.85599899,43.14300156,45.64199829,44.29299927,42.99200058,42.09700012,43.20899963,41.6230011,41.75899887
Ethiopia,,1.85800004,1.817999959,1.866999984,1.893000007,2.055000067,2.210999966,2.49000001,2.532000065,2.756999969,2.940999985,3.237999916,3.563999891,3.920000076,4.453000069,5.171000004,5.28399992,5.390999794,5.385000229,5.5,5.605000019,6.27699995,6.56799984,6.885000229,7.587999821,8.475999832,9.062000275,9.581000328
European Union,,43.15263713,42.0813145,41.14515479,40.34740686,40.04241544,39.74599387,39.59933051,39.66130455,39.27266476,38.94040926,38.6560381,38.47164931,38.01061676,37.87414432,37.62743091,37.73410525,37.99648948,37.99971928,36.61031203,35.74916415,35.4660957,34.93724529,34.39025358,34.25905958,34.1642433,34.13607355,34.06636289
Fragile and conflict affected situations,,12.28365636,12.2740679,12.33107289,12.43345238,12.56068011,12.88001847,12.80062539,12.90150069,12.93529945,13.33895993,13.83307954,13.87920922,13.94003757,13.94454589,14.14807083,14.41764306,15.00897914,15.29086844,15.72798418,15.47518946,14.79390686,14.83405248,14.88184996,14.99418593,15.01482575,14.89013098,14.73273822
Finland,,40.8030014,38.93700027,38.02000046,37.69599915,39.43799973,39.14199829,39.52099991,40.04399872,39.91699982,40.19599915,39.11999893,39.63499832,39.52000046,38.65499878,38.29600143,38.45700073,38.91199875,38.68500137,37.28699875,35.89599991,35.75699997,35.67300034,35.83499908,34.47800064,33.96300125,34.56800079,34.69200134
Fiji,,13.19299984,13.33100033,13.82199955,13.82400036,14.07499981,13.98400021,14.32699966,15.07499981,14.5010004,14.36800003,14.86999989,15.13099957,15.21700001,15.51000023,15.50899982,15.59599972,15.30300045,15.8579998,15.66499996,15.78999996,15.72299957,15.45699978,16.01099968,15.49699974,15.51599979,15.65799999,15.74499989
France,,38.19499969,38.62799835,36.81200027,35.79600143,36.13999939,35.95700073,36.03499985,35.75500107,35.72999954,35.97499847,35.65000153,35.14599991,33.91999817,33.98400116,33.64500046,34.07099915,33.48600006,33.89899826,33.49700165,32.83499908,32.36299896,31.90600014,31.25099945,30.3239994,30.26300049,30.18799973,30.25099945
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,14.41499996,14.39400005,14.54100037,15.30900002,15.60299969,16.09499931,16.29400063,15.91300011,16.0890007,16.95999908,16.82699966,17.01099968,17.09600067,17.49500084,18.00099945,17.92499924,17.87199974,18.09499931,17.37199974,17.78100014,18.36599922,18.26499939,18.28700066,18.30599976,17.85300064,17.73699951,17.79999924
United Kingdom,,42.67499924,41.06600189,40.6590004,38.93399811,38.39699936,38.65399933,38.16500092,37.90399933,36.88999939,36.22100067,35.77399826,35.03699875,34.39799881,33.11500168,33.10699844,32.80199814,32.96699905,32.70899963,29.98200035,29.44499969,29.29899979,28.93600082,28.5909996,28.56800079,28.21800041,27.92700005,27.8010006
Georgia,,16.50900078,16.13999939,14.93200016,13.95699978,13.71500015,14.13799953,14.02000046,14.36200047,13.64700031,14.86299992,12.34700012,12.51500034,12.03899956,13.19799995,13.73999977,13.61499977,16.22900009,16.07699966,15.06099987,16.29899979,17.23900032,18.02799988,17.56999969,18.45199966,19.47299957,19.7670002,19.99900055
Ghana,,14.18200016,14.0539999,15.55700016,15.57900047,15.61299992,15.68500042,16.34600067,16.20199966,16.2159996,16.22400093,16.38299942,16.21899986,16.29999924,16.50099945,16.61800003,16.53499985,16.54599953,16.80400085,16.58300018,17.07799911,17.31100082,17.62599945,17.03499985,17.25200081,17.44499969,17.61300087,17.69400024
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,9,8.946000099,8.854000092,8.897999763,9.052000046,9.046999931,9.11400032,9.128000259,9.041000366,9.567000389,9.305999756,9.213000298,9.880999565,9.670000076,9.623000145,9.798999786,10.04300022,10.21199989,9.930000305,9.899000168,9.944000244,9.831000328,9.708999634,9.57199955,9.616000175,9.612000465,9.845999718
"Gambia, The",,22.97299957,23.21999931,21.75900078,21.66500092,22.19599915,23.95000076,22.15600014,22.54899979,22.37299919,22.40500069,23.02499962,22.61400032,22.68600082,24.6420002,24.3010006,24.56100082,24.27000046,23.73699951,23.45400047,22.6439991,23.8920002,24.31999969,23.86499977,23.66500092,23.99200058,23.51099968,23.67300034
Guinea-Bissau,,7.763000011,8.125,7.764999866,8.201999664,8.420999527,8.208000183,9.19699955,8.793000221,8.904000282,8.730999947,8.854999542,8.984000206,9.12899971,9.010000229,8.904999733,8.913999557,8.699999809,8.743000031,8.734000206,8.569999695,8.555999756,8.937999725,9.05700016,9.295000076,9.173999786,9.147999763,9.126999855
Equatorial Guinea,,10.54800034,10.12300014,10.36400032,12.25199986,13.29699993,17.97500038,11.71399975,16.99300003,13.51399994,12.1420002,13.94299984,9.916000366,12.99600029,11.79699993,10.10700035,10.0909996,10.55700016,10.91800022,16.79000092,11.78899956,12.78999996,14.09200001,12.16899967,11.90600014,11.02900028,9.505000114,9.137000084
Greece,,29.56900024,29.17300034,28.96899986,28.53899956,28.11700058,27.81399918,27.41900063,29.33600044,28.91200066,28.54500008,29.5510006,29.56200027,29.36400032,29.69599915,30.02499962,29.64800072,30.4090004,30.49300003,29.40999985,27.53000069,24.61700058,22.80599976,21.06599998,20.20800018,19.88500023,20.25399971,20.38699913
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,35.74100113,34.83399963,33.46699905,31.70499992,29.77899933,27.6420002,25.19099998,22.51000023,22.17200089,21.53000069,20.23699951,19.05200005,23.375,18.98900032,21.14999962,24.05599976,23.11499977,22.02499962,20.63899994,19.74600029,19.38400078,21.76399994,20.26300049,20.59600067,19.4659996,22.29400063,22.32500076
